ID,Category,RecoveryTime,CategoryRecoveryTime
2651,1144,0,180000
2676,0,6000,0
2687,0,60000,0
2764,76,0,0
2800,56,0,3600000
2812,35,0,60000
2825,0,600000,0
2850,44,0,0
2860,85,0,6000
2878,33,0,30000
2880,32,0,0
2882,39,0,0
2894,23,1200000,120000
2944,691,0,180000
2973,40,0,6000
2983,44,0,300000
3018,76,0,0
3019,0,0,40000
3034,1175,0,15000
3044,1173,0,6000
3045,55,0,300000
3106,35,0,3000
3107,23,0,0
3109,32,0,10000
3129,50,0,0
3130,65,0,30000
3131,2,0,10000
3132,0,0,30000
3136,55,0,30000
3143,32,0,0
3145,42,0,15000
3146,51,0,30000
3147,40,0,0
3148,52,0,0
3149,55,0,30000
3150,18,0,30000
3151,55,0,30000
3169,37,0,0
3204,35,0,600000
3219,4,0,60000
3221,4,0,60000
3222,4,0,60000
3223,4,0,60000
3229,55,0,3000
3232,41,0,300000
3233,36,0,10000
3234,2,0,0
3235,21,0,0
3238,21,0,45000
3242,65,0,0
3247,65,0,30000
3248,21,0,0
3252,36,0,30000
3256,0,0,420000
3260,21,0,0
3261,18,0,0
3263,32,0,0
3264,36,0,0
3284,21,0,0
3288,36,0,0
3322,21,0,0
3332,51,0,10000
3335,36,0,180000
3338,21,0,0
3339,21,0,0
3358,18,0,0
3359,25,0,0
3360,36,0,0
3361,2,0,0
3368,25,0,0
3385,65,0,10000
3387,36,0,0
3388,18,0,0
3389,21,0,0
3391,65,0,0
3393,2,0,0
3394,2,0,0
3411,0,30000,0
3416,0,0,60000
3417,65,0,0
3418,21,0,0
3419,21,0,0
3427,36,0,0
3429,62,0,0
3436,36,0,420000
3442,22,0,0
3443,55,0,0
3446,65,0,70000
3477,38,0,0
3485,36,0,0
3490,21,0,0
3499,0,0,20000
3527,23,20000,0
3537,23,0,0
3542,34,0,60000
3547,0,0,25000
3551,65,0,0
3583,18,0,120000
3584,18,0,180000
3586,18,0,180000
3589,36,0,0
3591,4,0,0
3592,4,0,10000
3603,36,0,45000
3604,36,0,20000
3605,23,0,0
3609,36,0,0
3611,23,0,0
3631,55,0,0
3635,36,0,45000
3636,36,0,0
3637,21,0,0
3639,21,0,0
3648,37,0,0
3650,36,0,30000
3651,54,0,30000
3680,37,0,600000
3716,36,0,5000
3718,24,0,0
3720,0,0,10000
3742,21,0,10000
3747,56,0,4000
3822,24,0,0
3823,23,0,7000
3825,21,0,0
3826,21,0,0
3827,0,0,30000
4042,4,0,10000
4079,0,0,600000
4083,96,0,300000
4101,0,0,15000
4102,65,0,30000
4104,44,0,300000
4105,44,0,300000
4107,47,0,0
4108,47,0,0
4109,47,0,0
4111,47,0,0
4134,47,0,0
4135,47,0,0
4137,47,0,0
4139,47,0,0
4146,55,0,45000
4147,55,0,60000
4148,57,0,420000
4149,0,0,45000
4150,0,0,120000
4154,0,0,60000
4159,65,0,30000
4166,0,0,30000
4167,34,0,120000
4168,34,0,120000
4169,34,0,120000
4170,0,0,5000
4209,25,0,15000
4221,25,0,15000
4238,21,0,180000
4242,0,0,30000
4244,36,0,0
4245,36,0,0
4246,34,0,60000
4280,2,0,0
4281,85,0,60000
4286,18,0,120000
4312,46,0,0
4320,18,0,45000
4321,36,0,5000
4511,0,10000,0
4520,50,0,180000
4526,0,0,120000
4538,0,0,300000
4539,0,0,300000
4629,0,0,300000
4805,36,0,180000
4938,49,0,0
4940,20,0,30000
4941,28,0,60000
4948,39,0,30000
4955,0,0,45000
4961,25,0,0
4979,0,0,25000
5004,11,0,60000
5005,11,0,60000
5006,11,0,60000
5007,11,0,60000
5010,0,0,60000
5019,351,0,0
5102,38,0,0
5105,18,0,30000
5106,33,0,0
5108,0,0,20000
5110,0,0,20000
5115,55,0,0
5116,0,12000,0
5164,0,10000,0
5165,0,10000,0
5174,25,0,0
5208,18,0,0
5209,0,600000,0
5211,32,0,60000
5215,38,0,10000
5217,0,1000,0
5219,2,0,0
5229,0,60000,0
5246,0,180000,0
5252,23,0,240000
5256,66,0,90000
5271,65,0,0
5276,98,0,0
5277,66,0,300000
5280,99,0,0
5320,99,0,1000
5321,99,0,1000
5322,99,0,1000
5323,99,0,1000
5324,99,0,1000
5325,99,0,1000
5337,65,0,0
5363,47,0,0
5365,47,0,0
5366,47,0,0
5367,47,0,0
5375,0,120000,0
5384,0,30000,0
5401,2,0,0
5403,35,0,30000
5405,30,0,60000
5406,30,0,60000
5413,0,0,30000
5422,0,0,60000
5426,0,0,30000
5484,634,0,40000
5514,22,0,0
5515,99,0,0
5568,49,0,0
5573,37,0,300000
5588,32,0,60000
5589,32,0,60000
5599,20,0,300000
5605,23,0,0
5614,19,0,15000
5615,19,0,15000
5627,33,0,30000
5665,102,0,0
5703,65,0,30000
5707,38,0,0
5708,85,0,0
5720,30,0,0
5723,30,0,0
5730,45,0,30000
5759,39,0,30000
5781,51,0,45000
5858,37,60000,0
5862,99,0,1000
5916,38,0,120000
5917,22,0,0
5918,32,0,30000
5990,21,0,45000
6016,36,0,45000
6065,56,0,4000
6066,56,0,4000
6084,94,0,0
6131,35,0,25000
6143,56,0,30000
6146,51,0,10000
6178,44,0,15000
6229,56,0,30000
6254,85,0,0
6255,2,0,0
6262,30,0,0
6263,30,0,0
6264,21,0,45000
6266,0,0,30000
6268,44,5000,0
6274,23,0,45000
6278,0,0,30000
6280,65,0,0
6281,65,0,0
6282,65,0,0
6283,65,0,0
6286,65,0,0
6295,35,0,6000
6297,35,0,0
6305,35,0,6000
6306,18,0,0
6311,65,0,0
6314,65,0,0
6315,65,0,0
6316,65,0,0
6317,65,0,0
6328,65,0,0
6331,65,0,0
6332,65,0,0
6333,65,0,0
6334,65,0,0
6343,49,0,4000
6346,0,180000,0
6353,631,0,60000
6360,82,0,4000
6390,45,0,30000
6391,45,0,30000
6392,45,0,30000
6409,32,0,30000
6410,11,0,60000
6432,32,0,0
6433,21,0,0
6434,99,0,60000
6435,65,0,6000
6443,65,0,0
6444,65,0,0
6445,65,0,0
6446,65,0,0
6447,65,0,0
6469,35,0,0
6487,31,0,60000
6490,23,0,20000
6507,99,0,1000
6512,79,0,10000
6513,79,0,10000
6523,37,0,0
6524,0,5000,0
6528,99,0,0
6530,36,0,30000
6533,34,0,0
6535,35,0,40000
6538,47,0,90000
6542,0,300000,0
6552,88,0,10000
6554,88,0,10000
6572,65,0,5000
6574,65,0,5000
6576,47,0,30000
6580,42,0,30000
6595,40,10000,0
6605,99,0,0
6607,0,0,20000
6612,4,0,60000
6613,4,0,60000
6614,4,0,60000
6615,4,0,60000
6634,38,0,0
6664,66,0,10000
6685,18,0,30000
6711,44,0,360000
6724,37,0,0
6725,63,0,30000
6726,32,0,0
6728,99,0,0
6742,55,0,0
6749,0,0,15000
6768,82,0,10000
6783,38,0,10000
6789,633,0,120000
6793,0,1000,0
6795,82,0,10000
6798,32,0,60000
6814,18,0,0
6917,18,0,0
6921,44,0,180000
6922,32,0,0
6940,1186,0,30000
6942,0,0,10000
6950,0,0,30000
6957,99,0,5000
6960,99,0,1000
6982,0,0,30000
7020,0,30000,0
7033,1,0,0
7068,36,0,0
7069,99,0,1000
7074,0,0,5000
7090,39,0,30000
7092,0,0,15000
7093,0,0,20000
7101,63,0,0
7102,36,0,120000
7104,38,0,0
7106,12,0,7000
7108,99,0,1000
7121,37,0,0
7125,0,0,60000
7127,0,0,60000
7132,0,0,200000
7136,32,0,0
7137,44,0,0
7139,0,0,20000
7140,0,0,25000
7145,85,0,10000
7154,0,0,7000
7160,41,0,30000
7164,47,0,180000
7165,47,0,180000
7178,99,0,1000
7230,99,0,1000
7231,99,0,1000
7232,99,0,1000
7233,99,0,1000
7234,99,0,1000
7235,99,0,1000
7236,99,0,1000
7237,99,0,1000
7238,99,0,1000
7239,99,0,1000
7240,99,0,1000
7241,99,0,1000
7242,99,0,1000
7243,99,0,1000
7244,99,0,1000
7245,99,0,1000
7246,99,0,1000
7247,99,0,1000
7248,99,0,1000
7249,99,0,1000
7250,99,0,1000
7251,99,0,1000
7252,99,0,1000
7253,99,0,1000
7254,99,0,1000
7266,0,1000,0
7273,99,0,1000
7279,36,0,0
7290,99,0,1000
7291,11,0,60000
7331,99,0,1000
7342,85,0,0
7355,0,300000,0
7357,0,0,30000
7359,97,0,300000
7363,99,0,1000
7365,0,0,60000
7366,47,0,0
7371,44,0,25000
7379,65,0,5000
7383,37,0,0
7384,65,0,5000
7394,85,0,0
7396,4,0,0
7399,99,0,0
7400,40,0,120000
7402,40,0,120000
7482,19,0,0
7586,32,0,0
7587,32,0,0
7638,25,0,0
7645,99,0,0
7713,36,0,0
7737,11,0,60000
7744,0,120000,0
7806,21,0,5000
7807,21,0,5000
7808,21,0,5000
7809,36,0,5000
7810,36,0,5000
7811,36,0,5000
7813,82,0,4000
7814,73,0,12000
7815,40,0,12000
7816,40,0,12000
7823,38,0,0
7825,38,0,0
7826,38,0,0
7844,99,0,1000
7870,37,0,0
7887,65,0,5000
7927,150,0,0
7932,99,0,1000
7933,99,0,1000
7938,41,0,0
7960,31,0,0
7961,32,0,0
7966,99,0,1000
7974,38,0,10000
7992,51,0,10000
8041,39,0,0
8042,19,0,6000
8044,19,0,6000
8045,19,0,6000
8046,19,0,6000
8050,19,0,6000
8052,19,0,6000
8053,19,0,6000
8056,19,0,6000
8058,19,0,6000
8078,22,0,0
8082,38,0,0
8083,38,0,0
8085,38,0,0
8092,19,0,8000
8102,19,0,8000
8103,19,0,8000
8104,19,0,8000
8105,19,0,8000
8106,19,0,8000
8122,43,0,30000
8124,43,0,30000
8138,18,0,0
8139,18,0,0
8141,25,0,0
8147,22,0,0
8148,99,0,1000
8150,22,0,0
8151,32,0,30000
8152,38,0,10000
8153,39,0,0
8177,230,0,15000
8198,49,0,4000
8204,49,0,4000
8205,49,0,4000
8215,55,0,0
8218,38,0,10000
8242,88,0,0
8256,18,0,120000
8260,44,0,0
8269,21,0,0
8273,65,0,0
8275,18,0,0
8282,36,0,0
8285,49,0,25000
8292,85,0,0
8293,35,0,0
8295,19,0,0
8312,34,0,0
8355,40,0,0
8358,25,0,0
8363,18,0,0
8379,109,0,0
8382,18,0,0
8391,65,0,0
8412,19,0,8000
8413,19,0,8000
8457,56,0,30000
8458,56,0,30000
8461,56,0,30000
8462,56,0,30000
8492,50,0,10000
8498,35,0,15000
8499,35,0,15000
8595,25,0,15000
8599,21,0,0
8601,51,0,0
8621,40,0,0
8629,33,0,10000
8637,82,0,10000
8643,270,0,20000
8690,1176,0,3600000
8696,44,0,300000
8699,55,0,0
8715,99,0,30000
8736,31,0,0
8788,0,10000,0
8806,18,0,0
8814,63,0,30000
8822,38,0,0
8832,0,10000,0
8833,21,0,0
8834,21,0,0
8852,36,0,0
8873,50,0,0
8874,38,0,10000
8876,65,0,0
8909,0,10000,0
8918,46,0,600000
8983,32,0,60000
8988,32,0,0
8989,49,0,0
8998,84,0,10000
9000,84,0,10000
9128,43,0,0
9177,11,0,60000
9220,0,0,10000
9252,30,0,60000
9253,30,0,60000
9257,56,0,3600000
9373,99,0,1000
9435,63,0,0
9438,37,0,0
9460,21,0,0
9512,60,0,60000
9572,37,60000,0
9573,50,0,0
9575,63,0,0
9578,82,0,30000
9579,82,0,30000
9592,82,0,30000
9612,36,0,0
9733,49,0,15000
9736,39,0,5000
9740,39,0,5000
9741,43,10000,5000
9754,85,0,0
9782,0,5000,0
9784,0,5000,0
9791,52,0,0
9821,44,0,300000
9845,0,1000,0
9846,0,1000,0
9862,46,0,600000
9863,46,0,600000
9874,63,0,0
9879,63,0,0
9892,84,0,10000
9906,54,0,0
9908,85,0,0
9913,38,0,10000
9949,31,0,30000
9956,25,0,0
9976,39,0,30000
9977,31,0,30000
10017,35,0,0
10018,35,0,0
10032,38,0,0
10052,30,0,60000
10057,30,0,60000
10058,30,0,60000
10059,0,60000,0
10060,0,180000,0
10073,19,0,0
10159,50,0,10000
10160,50,0,10000
10161,50,0,10000
10177,56,0,30000
10197,19,0,8000
10199,19,0,8000
10223,56,0,30000
10225,56,0,30000
10230,35,0,25000
10250,59,0,60000
10251,36,0,0
10253,35,0,0
10256,11,0,60000
10257,11,0,0
10278,20,0,300000
10308,32,0,60000
10310,56,0,3600000
10312,19,0,15000
10313,19,0,15000
10314,19,0,15000
10318,35,0,60000
10326,33,0,30000
10368,56,0,0
10412,19,0,6000
10413,19,0,6000
10414,19,0,6000
10427,45,0,30000
10428,45,0,30000
10447,19,0,6000
10448,19,0,6000
10451,63,0,0
10472,19,0,6000
10473,19,0,6000
10605,85,0,6000
10618,99,0,1000
10651,36,0,0
10653,36,0,0
10667,1,0,210000
10668,1,0,210000
10669,1,0,210000
10692,1,0,210000
10693,1,0,210000
10732,21,0,0
10733,50,0,0
10797,1192,0,30000
10851,109,0,0
10852,34,0,0
10855,51,0,0
10856,51,0,0
10887,88,0,0
10888,43,0,30000
10890,43,0,30000
10898,56,0,4000
10899,56,0,4000
10900,56,0,4000
10901,56,0,4000
10941,82,0,30000
10942,82,0,30000
10945,19,0,8000
10946,19,0,8000
10947,19,0,8000
10967,43,0,0
10968,43,0,0
11007,59,0,0
11008,59,0,0
11009,59,0,0
11013,38,0,0
11020,36,0,0
11084,19,0,6000
11085,85,0,0
11087,21,0,0
11088,21,0,0
11113,250,0,30000
11129,0,180000,0
11264,35,0,15000
11285,33,0,10000
11286,33,0,10000
11293,40,0,0
11294,40,0,0
11303,82,0,10000
11305,44,0,300000
11314,35,0,15000
11315,35,0,15000
11350,4,0,0
11365,89,0,3600000
11387,4,0,10000
11389,0,0,3000
11390,99,0,1000
11392,37,0,600000
11397,18,0,0
11406,79,0,0
11412,0,300000,0
11416,0,60000,0
11417,0,60000,0
11418,0,60000,0
11419,0,60000,0
11420,0,60000,0
11426,471,0,30000
11428,0,5000,0
11430,32,0,0
11436,51,0,10000
11443,22,0,0
11445,56,0,4000
11474,99,0,1000
11479,310,0,72000000
11480,310,0,72000000
11481,63,0,0
11504,49,0,0
11578,44,0,15000
11580,49,0,4000
11581,49,0,4000
11584,65,0,5000
11585,65,0,5000
11600,65,0,5000
11601,65,0,5000
11629,59,0,0
11647,56,0,4000
11732,30,0,0
11739,56,0,30000
11740,56,0,30000
11774,36,0,5000
11775,36,0,5000
11778,40,0,12000
11779,40,0,12000
11780,40,0,12000
11784,82,0,4000
11785,82,0,4000
11791,36,0,0
11820,34,0,0
11821,19,0,0
11824,19,0,6000
11825,19,0,6000
11828,85,0,0
11835,56,0,4000
11836,98,0,0
11837,85,0,0
11841,0,0,1000
11876,32,0,0
11903,4,0,60000
11920,34,0,0
11922,99,0,0
11958,0,480000,0
12001,0,0,420000
12023,34,0,0
12024,34,0,0
12042,0,180000,0
12043,1151,180000,1500
12051,0,480000,0
12058,85,0,6000
12097,36,0,0
12166,36,0,0
12170,65,0,0
12245,36,0,0
12246,36,0,0
12252,34,0,0
12279,36,0,0
12292,0,180000,0
12294,971,0,6000
12328,0,30000,0
12332,39,0,30000
12472,0,180000,0
12528,32,0,0
12544,0,10000,0
12550,0,10000,0
12553,19,0,6000
12561,99,0,1000
12736,0,3600000,0
12747,99,0,0
12787,65,0,0
12795,21,0,0
12809,0,45000,0
12880,21,0,0
12938,391,0,0
12975,0,480000,0
13005,32,0,0
13007,37,0,0
13013,36,0,45000
13018,250,0,30000
13019,250,0,30000
13020,250,0,30000
13021,250,0,30000
13031,471,0,30000
13032,471,0,30000
13033,471,0,30000
13049,23,0,60000
13168,21,0,0
13281,19,0,0
13325,31,0,30000
13327,44,0,0
13339,19,0,0
13340,19,0,0
13341,19,0,0
13342,19,0,0
13374,19,0,0
13441,0,0,8000
13463,23,0,0
13491,0,0,10000
13532,0,0,4000
13582,18,0,0
13585,0,10000,0
13587,0,5000,0
13608,34,0,0
13619,0,0,60000
13728,19,0,0
13729,19,0,0
13736,49,0,0
13747,51,0,10000
13750,0,300000,0
13787,0,10000,0
13795,411,0,30000
13809,411,0,30000
13813,411,0,30000
13821,44,0,0
13847,132,0,0
13860,19,0,0
13874,37,0,0
13877,0,120000,0
13896,1144,0,180000
13902,32,0,0
13903,25,0,0
13908,671,0,600000
13912,190,2000000,0
13913,0,30000,0
13953,40,0,0
14030,34,0,0
14105,0,0,8000
14108,36,0,0
14112,85,0,6000
14145,19,0,0
14177,0,180000,0
14178,36,0,0
14180,36,0,0
14183,0,120000,0
14185,0,600000,0
14200,85,0,0
14201,21,0,0
14202,21,0,0
14203,21,0,0
14204,21,0,0
14251,0,6000,0
14260,40,0,6000
14261,40,0,6000
14262,40,0,6000
14263,40,0,6000
14264,40,0,6000
14265,40,0,6000
14266,40,0,6000
14269,65,0,5000
14270,65,0,5000
14271,65,0,5000
14272,82,0,5000
14273,82,0,5000
14274,911,0,8000
14278,0,20000,0
14279,1175,0,15000
14280,1175,0,15000
14281,1173,0,6000
14282,1173,0,6000
14283,1173,0,6000
14284,1173,0,6000
14285,1173,0,6000
14286,1173,0,6000
14287,1173,0,6000
14288,85,0,10000
14289,85,0,10000
14290,85,0,10000
14294,49,0,60000
14295,49,0,60000
14302,411,0,30000
14303,411,0,30000
14304,411,0,30000
14305,411,0,30000
14310,411,0,30000
14311,411,0,30000
14316,411,0,30000
14317,411,0,30000
14326,33,0,30000
14327,33,0,30000
14514,44,0,0
14515,99,0,0
14532,36,0,0
14533,36,0,0
14534,36,0,0
14535,36,0,0
14538,36,0,0
14539,36,0,0
14751,0,180000,0
14796,36,0,0
14822,21,0,0
14872,21,0,0
14895,65,0,5000
14897,51,0,0
14916,82,0,5000
14917,82,0,5000
14918,82,0,5000
14919,82,0,5000
14920,82,0,5000
14921,82,0,5000
15039,19,0,0
15041,56,0,5000
15042,36,0,0
15044,56,0,5000
15054,22,0,0
15055,22,0,0
15061,21,0,0
15087,66,0,0
15091,250,0,0
15096,19,0,0
15097,21,0,0
15117,85,0,6000
15122,88,0,0
15167,55,0,0
15236,19,0,6000
15237,431,0,0
15247,31,0,30000
15286,0,10000,0
15305,85,0,6000
15306,19,0,6000
15398,43,0,0
15430,431,0,0
15431,431,0,0
15473,39,0,1500
15474,34,0,0
15475,18,0,0
15487,0,45000,0
15500,19,0,6000
15501,19,0,0
15503,25,0,0
15504,25,0,0
15507,0,10000,0
15535,99,0,0
15539,31,0,30000
15548,22,0,0
15549,85,0,0
15550,49,0,0
15574,19,0,0
15587,19,0,0
15588,22,0,0
15593,32,0,0
15605,19,0,6000
15609,34,0,0
15611,2,0,0
15612,2,0,0
15616,19,0,0
15621,65,0,0
15629,911,0,8000
15630,911,0,8000
15631,911,0,8000
15632,911,0,8000
15641,65,0,0
15642,65,0,0
15655,88,0,0
15656,0,0,30000
15659,85,0,6000
15664,18,0,0
15700,4,0,10000
15701,4,0,60000
15716,21,0,0
15744,250,0,0
15749,44,0,0
15752,109,0,0
15787,35,0,0
15797,2,0,0
15852,11,0,60000
15859,99,0,0
15869,23,0,0
15876,36,0,0
15878,36,0,0
15956,38,0,0
15968,73,0,0
16006,85,0,0
16033,85,0,6000
16034,19,0,6000
16046,250,0,0
16050,51,0,10000
16067,0,0,8000
16094,50,0,0
16098,36,0,0
16099,50,0,0
16104,33,0,0
16122,38,0,0
16141,49,0,0
16144,19,0,0
16146,36,0,0
16166,0,180000,10000
16169,85,0,0
16170,55,0,0
16171,43,0,0
16172,52,0,0
16188,0,180000,10000
16190,591,0,300000
16243,2,0,0
16322,55,0,10000
16340,50,0,0
16349,1,0,0
16350,98,0,0
16390,50,0,0
16396,50,0,0
16407,0,0,8000
16430,99,0,0
16451,190,0,0
16454,0,0,8000
16469,34,0,0
16495,41,0,0
16498,0,0,30000
16552,18,0,0
16576,99,0,0
16617,99,0,1000
16624,0,5000,0
16666,30,0,60000
16689,531,0,60000
16697,82,0,5000
16727,32,0,0
16740,32,0,0
16789,21,0,0
16790,0,5000,0
16792,21,0,0
16804,19,0,0
16810,531,0,60000
16811,531,0,60000
16812,531,0,60000
16813,531,0,60000
16838,0,0,5000
16857,1133,0,6000
16866,18,0,0
16889,99,0,0
16890,4,0,0
16891,99,0,0
16892,99,0,0
16893,99,0,0
16894,99,0,0
16895,99,0,0
16908,0,0,8000
16914,571,0,60000
16979,0,15000,0
17116,0,180000,0
17140,451,0,0
17141,451,0,0
17142,451,0,0
17143,40,0,0
17145,250,0,0
17147,19,0,0
17149,19,0,0
17157,2,0,0
17158,18,0,0
17171,2,0,6000
17174,42,0,0
17177,20,0,0
17194,19,0,0
17198,65,0,5000
17205,0,10000,0
17207,49,0,0
17230,36,0,0
17233,56,0,0
17244,93,0,0
17253,19,0,10000
17255,19,0,10000
17256,19,0,10000
17257,19,0,10000
17258,19,0,10000
17259,19,0,10000
17260,19,0,10000
17261,19,0,10000
17273,290,0,0
17274,290,0,0
17276,19,0,0
17277,250,0,0
17284,40,0,0
17286,32,0,0
17287,19,0,0
17294,50,0,0
17308,32,0,0
17315,36,0,0
17329,531,0,60000
17351,56,0,0
17364,0,10000,0
17390,1133,0,6000
17391,1133,0,6000
17392,1133,0,6000
17401,571,0,60000
17402,571,0,60000
17405,99,0,0
17448,1,0,0
17468,0,0,300000
17469,0,0,300000
17492,19,0,0
17500,32,0,0
17528,4,0,0
17530,4,0,60000
17531,4,0,60000
17534,4,0,10000
17539,99,0,1000
17540,28,0,60000
17543,99,0,1000
17544,99,0,1000
17545,99,0,1000
17546,99,0,1000
17548,99,0,1000
17549,99,0,1000
17559,310,0,72000000
17560,310,0,72000000
17561,310,0,72000000
17562,310,0,72000000
17563,310,0,72000000
17564,310,0,72000000
17565,310,0,72000000
17566,310,0,72000000
17624,37,0,0
17628,99,0,1000
17631,2,0,0
17633,55,0,0
17712,30,0,0
17735,84,0,120000
17750,84,0,120000
17751,84,0,120000
17752,84,0,120000
17770,0,0,60000
17820,36,0,0
17877,651,0,15000
17924,631,0,60000
17925,633,0,120000
17926,633,0,120000
17928,634,0,40000
17962,672,0,10000
18071,11,0,60000
18083,0,0,8000
18085,0,0,8000
18091,0,0,8000
18092,0,0,8000
18100,0,10000,0
18124,11,0,60000
18140,59,0,60000
18144,85,0,0
18149,18,0,0
18165,451,0,0
18204,0,0,8000
18229,11,0,60000
18230,11,0,60000
18231,11,0,60000
18232,11,0,60000
18233,11,0,60000
18234,11,0,0
18276,0,0,8000
18278,32,0,0
18288,0,180000,0
18289,0,0,30000
18307,1,0,60000
18308,1,0,60000
18309,39,0,30000
18327,32,0,0
18385,30,0,60000
18389,19,0,0
18398,0,0,8000
18435,50,0,0
18499,0,30000,0
18501,21,0,0
18540,0,3600000,0
18562,0,15000,0
18649,2,0,6000
18708,0,900000,0
18763,98,0,0
18812,0,5000,0
18819,85,0,6000
18831,31,0,0
18832,4,0,10000
18833,0,0,8000
18867,651,0,15000
18868,651,0,15000
18869,651,0,15000
18870,651,0,15000
18871,651,0,15000
18930,672,0,10000
18931,672,0,10000
18932,672,0,10000
18942,99,0,1000
18943,65,0,0
18956,30,0,60000
18957,30,0,60000
18972,51,0,0
18985,38,0,0
19030,39,0,30000
19128,0,5000,0
19130,65,0,5000
19131,44,0,0
19137,51,0,0
19194,65,0,0
19199,0,0,10000
19223,44,0,0
19236,671,0,600000
19238,671,0,600000
19240,671,0,600000
19241,671,0,600000
19242,671,0,600000
19243,671,0,600000
19244,88,0,24000
19260,0,0,8000
19263,0,300000,0
19271,1144,0,180000
19273,1144,0,180000
19274,1144,0,180000
19275,1144,0,180000
19276,691,0,180000
19277,691,0,180000
19278,691,0,180000
19279,691,0,180000
19280,691,0,180000
19296,1192,0,30000
19299,1192,0,30000
19302,1192,0,30000
19303,1192,0,30000
19304,1192,0,30000
19305,1192,0,30000
19306,1135,0,5000
19386,1111,0,120000
19434,2,0,6000
19469,99,0,0
19482,32,0,20000
19503,0,30000,0
19505,12,0,8000
19513,35,0,40000
19514,0,10000,0
19566,791,0,255600000
19574,0,120000,0
19577,1132,60000,0
19645,37,0,0
19647,88,0,24000
19731,12,0,8000
19734,12,0,8000
19736,12,0,8000
19752,0,3600000,0
19801,0,20000,0
19802,0,3600000,0
19817,65,0,0
19818,65,0,0
19873,0,7000,0
19881,351,0,0
20066,0,60000,0
20116,932,0,8000
20216,0,120000,0
20228,290,0,0
20230,132,0,1800000
20252,1158,0,30000
20271,0,10000,0
20473,892,0,15000
20484,26,0,1200000
20535,2,0,0
20536,2,0,0
20537,88,0,30000
20539,41,0,0
20543,2,0,0
20545,0,10000,0
20549,0,120000,0
20554,0,180000,0
20559,40,0,120000
20560,40,0,120000
20565,19,0,0
20566,19,0,3000
20568,19,0,5000
20572,0,120000,0
20577,0,120000,0
20580,871,0,10000
20589,0,105000,0
20594,0,180000,0
20600,0,180000,0
20604,99,0,0
20605,85,0,6000
20608,1161,0,3600000
20616,1158,0,30000
20617,1158,0,30000
20619,43,0,30000
