ItemId,SpellId,SlotIndex
3138,1089,0
3139,1087,0
3140,655,0
3141,714,0
3142,981,0
3143,3095,0
3144,3096,0
3146,3097,0
3220,5005,0
3239,3112,0
3240,3113,0
3241,3114,0
3251,7669,0
3382,3219,0
3383,3166,0
3384,2380,0
3385,438,0
3386,26677,0
3387,3169,0
3388,3222,0
3389,3220,0
3390,3160,0
3391,3164,0
3393,3180,0
3394,3182,0
3395,3183,0
3396,3187,0
3434,700,0
3438,2006,0
3441,89,0
3448,2639,0
3456,9515,0
3467,3366,0
3499,3366,0
3507,65,0
3530,3267,0
3531,3268,0
3608,3303,0
3609,3349,0
3610,3350,0
3611,3352,0
3612,3353,0
3662,5005,0
3663,5006,0
3664,5006,0
3665,5006,0
3666,5006,0
3678,6534,0
3679,3382,0
3680,3381,0
3681,3380,0
3682,3379,0
3683,3378,0
3703,11008,0
3710,1538,0
3726,5006,0
3727,5006,0
3728,5007,0
3729,5007,0
3734,3401,0
3735,3402,0
3736,3403,0
3737,3404,0
3745,3407,0
3768,708,0
3770,435,0
3771,1127,0
3772,1133,0
3773,1135,0
3775,3408,0
3776,11202,0
3823,3680,0
3824,3594,0
3825,3593,0
3826,3223,0
3827,2023,0
3828,6512,0
3829,3595,0
3830,3455,0
3831,3456,0
3832,3457,0
3866,3526,0
3867,3528,0
3868,3529,0
3869,3530,0
3870,3531,0
3871,3532,0
3872,3533,0
3873,3534,0
3874,3535,0
3875,3536,0
3912,3607,0
3927,1129,0
3928,4042,0
3930,3670,0
4027,3678,0
4141,608,0
4142,28285,0
4143,619,0
4144,28284,0
4145,3724,0
4146,495,0
4147,991,0
4148,1053,0
4149,6642,0
4150,6639,0
4151,7324,0
4152,6641,0
4153,6637,0
4154,3682,0
4155,481,0
4156,3725,0
4157,5305,0
4158,3549,0
4159,6631,0
4160,886,0
4161,854,0
4162,894,0
4163,1037,0
4164,1043,0
4165,3474,0
4166,1023,0
4167,3684,0
4168,3727,0
4169,575,0
4170,577,0
4171,876,0
4172,926,0
4173,3728,0
4174,3729,0
4175,946,0
4176,567,0
4177,848,0
4178,944,0
4179,940,0
4180,842,0
4181,3549,0
4182,910,0
4183,987,0
4184,952,0
4185,967,0
4186,541,0
4188,658,0
4189,920,0
4198,730,0
4199,3701,0
4200,1095,0
4201,928,0
4202,654,0
4203,1025,0
4204,3702,0
4205,3686,0
4206,1015,0
4207,625,0
4208,950,0
4209,535,0
4210,6042,0
4211,1107,0
4212,1031,0
4213,1123,0
4214,736,0
4215,3354,0
4216,936,0
4217,3703,0
4218,1049,0
4219,3693,0
4220,661,0
4221,3692,0
4222,3734,0
4223,791,0
4224,3736,0
4225,5309,0
4226,3737,0
4227,3738,0
4228,962,0
4229,3740,0
4230,3735,0
4262,9163,0
4264,9174,0
4265,2833,0
4266,624,0
4267,614,0
4268,1153,0
4269,618,0
4270,964,0
4271,1005,0
4272,973,0
4273,3810,0
4274,789,0
4275,628,0
4276,999,0
4277,1003,0
4279,3752,0
4280,3748,0
4281,977,0
4282,989,0
4283,3069,0
4284,882,0
4285,3081,0
4286,997,0
4287,571,0
4288,3750,0
4292,3799,0
4293,3800,0
4294,3802,0
4295,3801,0
4296,3803,0
4297,3804,0
4298,3806,0
4299,3805,0
4300,3807,0
4301,3808,0
4328,9774,0
4345,3896,0
4346,3895,0
4347,3897,0
4348,3905,0
4349,3898,0
4350,3899,0
4351,3900,0
4352,3901,0
4353,3903,0
4354,6701,0
4355,3902,0
4356,3904,0
4358,4054,0
4360,4064,0
4365,4061,0
4366,4071,0
4367,4056,0
4370,4065,0
4374,4066,0
4376,4057,0
4378,4062,0
4380,4067,0
4381,18805,0
4384,4074,0
4386,4077,0
4388,4060,0
4390,4068,0
4391,4078,0
4392,4072,0
4394,4069,0
4395,4100,0
4396,23076,0
4397,4079,0
4398,4075,0
4401,4055,0
4403,4067,0
4405,3974,0
4406,3975,0
4407,3976,0
4408,4026,0
4409,4027,0
4410,4028,0
4411,4029,0
4412,4030,0
4413,4031,0
4414,4032,0
4415,4033,0
4416,4034,0
4417,4035,0
4418,1129,0
4419,8098,0
4420,1008,0
4421,8095,0
4422,8101,0
4423,2791,0
4424,8114,0
4425,8117,0
4426,8120,0
4427,2864,0
4444,14253,0
4457,5007,0
4472,4141,0
4479,4132,0
4480,4131,0
4481,4130,0
4529,4239,0
4536,433,0
4537,434,0
4538,435,0
4539,1127,0
4540,433,0
4541,434,0
4542,435,0
4544,1127,0
4546,4318,0
4559,4506,0
4592,434,0
4593,435,0
4594,1127,0
4595,11009,0
4596,440,0
4597,4509,0
4598,4062,0
4599,1129,0
4600,11009,0
4601,1129,0
4602,1129,0
4603,1127,0
4604,433,0
4605,434,0
4606,435,0
4607,1127,0
4608,1129,0
4609,3383,0
4623,4941,0
4624,4943,0
4639,4945,0
4640,4982,0
4656,433,0
4696,1135,0
4702,4954,0
4704,4954,0
4750,4975,0
4754,4976,0
4760,4977,0
4762,4978,0
4791,1133,0
4823,4981,0
4852,5134,0
4882,6529,0
4941,8312,0
4945,16375,0
4952,5020,0
4953,5021,0
4956,4975,0
4984,5024,0
4986,5099,0
5013,5100,0
5020,5107,0
5021,5140,0
5052,5161,0
5057,433,0
5059,5166,0
5066,434,0
5068,5206,1
5079,1139,0
5083,5245,0
5095,434,0
5126,5269,0
5127,5275,0
5129,5273,0
5130,5272,0
5131,5270,0
5132,5274,0
5139,786,0
5141,3734,0
5142,5289,0
5144,5303,0
5145,5294,0
5146,5305,0
5147,1063,0
5148,795,0
5149,5290,0
5150,5295,0
5151,5291,0
5152,5296,0
5153,5310,0
5154,1076,0
5155,5286,0
5156,5292,0
5157,5304,0
5158,792,0
5159,5312,0
5160,5297,0
5161,6361,0
5162,5311,0
5163,5287,0
5165,5316,0
5185,4976,0
5205,2052,0
5206,5665,0
5218,5666,0
5223,5681,0
5227,5706,0
5228,5713,0
5229,5714,0
5230,5720,1
5231,5723,1
5232,20707,0
5237,5761,0
5251,5809,0
5265,5909,0
5323,14053,0
5332,6084,0
5338,6234,0
5342,6114,0
5349,433,0
5350,430,0
5384,6509,0
5387,6298,0
5396,6249,0
5397,6250,0
5406,6258,0
5407,6259,0
5408,6262,1
5409,6263,1
5410,4954,0
5411,4975,0
5415,4977,0
5416,4978,0
5417,265,0
5418,5,0
5421,6296,0
5456,6310,0
5457,8277,0
5462,6405,0
5472,5004,0
5473,6410,0
5474,5004,0
5475,6527,0
5476,5005,0
5477,5005,0
5478,435,0
5479,5006,0
5480,5006,0
5482,6423,0
5483,6424,0
5484,6425,0
5485,6426,0
5486,6427,0
5487,6428,0
5488,6429,0
5489,6430,0
5507,12883,0
5509,5720,1
5510,5723,1
5511,6263,1
5512,6262,1
5513,10052,1
5514,5405,1
5521,3366,0
5522,128,0
5525,5005,0
5526,435,0
5527,5006,0
5528,6504,0
5543,6519,0
5577,2761,0
5578,2762,0
5613,14134,0
5619,6609,0
5621,6610,0
5623,6611,0
5631,6612,0
5632,6614,0
5633,6613,0
5634,6615,0
5638,6620,0
5640,6621,0
5641,6623,0
5642,6625,0
5643,6622,0
5644,6635,0
5647,517,0
5648,6643,0
5649,3067,0
5650,6638,0
5654,6650,0
5655,6648,0
5656,458,0
5657,6652,0
5658,653,0
5660,864,0
5661,3093,0
5662,3094,0
5663,579,0
5665,6653,0
5666,3695,0
5667,3713,0
5668,6654,0
5670,626,0
5671,626,0
5672,3690,0
5673,931,0
5674,559,0
5676,922,0
5677,1011,0
5678,611,0
5679,1105,0
5680,504,0
5682,713,0
5683,1021,0
5684,1039,0
5685,574,0
5687,6658,0
5692,6627,0
5693,6656,0
5694,6630,0
5695,6626,0
5696,3090,0
5697,621,0
5698,532,0
5699,3691,0
5700,1001,0
5701,892,0
5702,501,0
5703,3726,0
5704,488,0
5705,631,0
5706,975,0
5707,570,0
5708,3559,0
5709,562,0
5710,632,0
5711,519,0
5712,3078,0
5713,908,0
5715,3214,0
5716,960,0
5719,725,0
5720,1109,0
5721,918,0
5722,862,0
5723,1029,0
5724,956,0
5725,979,0
5726,657,0
5727,1101,0
5728,3751,0
5729,663,0
5730,788,0
5740,6668,0
5771,6687,0
5772,6689,0
5773,3906,0
5774,6694,0
5775,6696,0
5786,6706,0
5787,6707,0
5788,6708,0
5789,6709,0
5810,6717,0
5816,6724,0
5823,6727,0
5845,435,0
5851,6802,0
5859,6758,0
5864,6777,0
5867,6803,0
5868,6805,0
5872,6899,0
5873,6898,0
5874,6896,0
5875,6897,0
5878,6902,0
5880,6918,0
5916,6974,0
5937,7023,0
5951,7108,0
5972,7134,0
5973,7150,0
5974,3801,0
5996,7178,0
5997,673,0
6038,5007,0
6039,7214,0
6041,7220,0
6042,7216,0
6043,7218,0
6044,7226,0
6045,7227,0
6046,7228,0
6047,7229,0
6048,7242,0
6049,7233,0
6050,7239,0
6051,7245,0
6052,7254,0
6053,7260,0
6054,7261,0
6055,7262,0
6056,7263,0
6057,7264,0
6068,7280,0
6074,7285,0
6132,7327,0
6133,1037,0
6145,8001,0
6149,11903,0
6183,7364,0
6207,3366,0
6208,3366,0
6209,3366,0
6210,3366,0
6211,3189,0
6213,7407,0
6221,7444,0
6222,7462,0
6270,7632,0
6271,7631,0
6272,7635,0
6273,7637,0
6274,7640,0
6275,7644,0
6284,9221,0
6286,9223,0
6289,433,0
6290,433,0
6291,7737,0
6299,7737,0
6303,7737,0
6308,434,0
6316,434,0
6317,433,0
6325,7756,0
6326,7757,0
6328,7758,0
6329,7759,0
6330,7760,0
6342,7444,0
6343,7462,0
6344,7767,0
6345,7772,0
6346,7777,0
6347,7783,0
6348,7787,0
6349,7798,0
6361,433,0
6362,435,0
6368,7830,0
6369,7831,0
6372,7840,0
6373,7844,0
6375,7860,0
6376,7864,0
6377,7868,0
6390,7894,0
6391,7895,0
6401,7898,0
6436,7914,0
6450,7926,0
6451,7927,0
6452,7932,0
6453,7933,0
6454,7937,0
6458,433,0
6474,7956,0
6475,7957,0
6476,7958,0
6516,1366,0
6522,8063,0
6529,8087,0
6530,8088,0
6532,8090,0
6533,8089,0
6544,1385,0
6619,8121,0
6621,8133,0
6623,1403,0
6626,9224,0
6635,8202,0
6636,8898,0
6637,8899,0
6638,8900,0
6648,8199,0
6649,8200,0
6650,8201,0
6657,8213,0
6661,8239,0
6662,8212,0
6663,8241,0
6672,8244,0
6684,8283,0
6710,8325,0
6714,8331,0
6716,8341,0
6734,8369,0
6735,8370,0
6736,8371,0
6783,8517,0
6807,1127,0
6811,8532,0
6866,8593,0
6887,1129,0
6888,5004,0
6890,434,0
6891,8605,0
6892,8608,0
6893,3366,0
6897,8616,0
6898,18956,2
6913,8674,0
6928,7728,0
6931,8712,0
6947,8679,0
6948,8690,0
6949,8686,0
6950,8688,0
6951,8693,0
6972,9174,0
6988,8717,0
6997,8712,0
6999,8712,0
7084,8794,0
7085,8796,0
7086,8798,0
7087,8790,0
7088,8803,0
7089,8787,0
7090,8785,0
7091,8783,0
7092,8781,0
7093,8779,0
7097,433,0
7114,8838,0
7131,8856,0
7133,9174,0
7146,3366,0
7148,8342,0
7189,8892,0
7192,8896,0
7207,8919,0
7208,8917,0
7228,435,0
7247,9082,0
7269,9052,0
7273,9055,0
7288,9067,0
7289,9071,0
7290,9073,0
7297,8913,0
7307,9092,0
7308,9095,0
7344,9176,0
7360,9155,0
7361,9151,0
7362,9152,0
7363,9153,0
7364,9154,0
7388,9172,0
7391,9175,0
7449,9215,0
7450,9216,0
7451,9217,0
7452,9218,0
7453,9219,0
7464,9222,0
7506,8344,0
7507,9252,0
7508,9252,0
7515,9253,1
7560,9270,0
7561,9274,0
7586,9437,0
7613,9440,0
7667,9489,0
7676,9512,0
7678,9514,0
7733,9577,0
7734,14537,0
7740,9594,0
7741,9595,0
7742,9596,0
7766,9586,0
7767,9584,0
7768,9583,0
7806,5004,0
7807,5004,0
7808,5004,0
7866,9712,0
7936,9774,1
7964,9900,0
7965,9903,0
7967,9781,0
7969,9783,0
7970,9976,0
7975,9934,0
7976,9940,0
7977,9944,0
7978,9812,0
7979,9817,0
7980,9815,0
7981,9819,0
7982,10020,0
7983,9946,0
7984,9951,0
7985,9953,0
7986,9973,0
7987,9982,0
7988,9981,0
7989,9965,0
7990,9971,0
7991,9967,0
7992,9996,0
7993,10006,0
7994,9958,0
7995,9938,0
8007,10057,1
8008,10058,1
8028,10010,0
8029,10000,0
8030,10014,0
8051,10113,0
8066,10137,0
8075,1129,0
8076,1131,0
8077,1135,0
8078,1137,0
8079,22734,0
8095,10723,0
8149,10617,0
8155,10459,0
8173,10344,0
8243,10369,0
8346,10577,0
8348,10578,0
8364,1127,0
8365,435,0
8367,10618,0
8384,10492,0
8385,10510,0
8386,10522,0
8387,10532,0
8388,10664,0
8389,10561,0
8390,10563,0
8395,10527,0
8397,10536,0
8398,10543,0
8399,10555,0
8400,10565,0
8401,10569,0
8402,10571,0
8403,10530,0
8404,10545,0
8405,10547,0
8406,10567,0
8407,10573,0
8408,10575,0
8409,10517,0
8410,10667,0
8411,10668,0
8412,10669,0
8423,10692,0
8424,10693,0
8432,10723,0
8444,10738,0
8485,10673,0
8486,10674,0
8487,10676,0
8488,10678,0
8489,10679,0
8490,10677,0
8491,10675,0
8492,10683,0
8493,10772,0
8494,10682,0
8495,10684,0
8496,10680,0
8497,10711,0
8498,10698,0
8499,10697,0
8500,10707,0
8501,10706,0
8526,6727,0
8529,16589,0
8543,1127,0
8544,10838,0
8545,10839,0
8546,10850,0
8547,10845,0
8563,10873,0
8583,8980,0
8584,11758,0
8586,16084,0
8588,8395,0
8589,10795,0
8590,10798,0
8591,10796,0
8592,10799,0
8595,10969,0
8627,10787,0
8628,10792,0
8629,10793,0
8630,10790,0
8631,8394,0
8632,10789,0
8633,10788,0
8683,7737,0
8688,133,0
8703,11209,0
8743,5285,0
8744,5289,0
8745,5294,0
8756,3734,0
8757,5307,0
8758,3208,0
8759,3734,0
8760,2897,0
8761,5307,0
8762,3063,0
8763,962,0
8764,793,0
8765,3734,0
8766,1137,0
8767,3735,0
8768,5307,0
8769,1076,0
8770,962,0
8771,3063,0
8772,3734,0
8773,9854,0
8774,3735,0
8775,792,0
8776,5310,0
8777,962,0
8778,3063,0
8779,1070,0
8780,5307,0
8781,3734,0
8782,1076,0
8783,3735,0
8784,3737,0
8785,3063,0
8786,792,0
8787,5291,0
8788,5291,0
8789,5291,0
8790,784,0
8791,3734,0
8792,1076,0
8793,3737,0
8794,3735,0
8795,9855,0
8796,962,0
8797,3063,0
8798,5307,0
8799,5310,0
8800,3734,0
8801,792,0
8802,3065,0
8803,483,0
8804,6631,0
8805,5305,0
8806,486,0
8807,5305,0
8808,3067,0
8809,726,0
8810,494,0
8811,3723,0
8812,6631,0
8813,5305,0
8814,854,0
8815,485,0
8816,7324,0
8817,3725,0
8818,3067,0
8819,3723,0
8820,874,0
8821,5305,0
8822,6631,0
8823,3075,0
8824,854,0
8825,3723,0
8826,6637,0
8827,11319,0
8828,7324,0
8829,485,0
8830,3723,0
8832,3068,0
8833,3067,0
8834,5305,0
8835,854,0
8837,6631,0
8840,3724,0
8841,3075,0
8842,7324,0
8843,874,0
8844,494,0
8847,3723,0
8848,3682,0
8849,6637,0
8850,6639,0
8851,854,0
8852,3066,0
8853,6641,0
8854,485,0
8855,5305,0
8856,7324,0
8857,3068,0
8858,3067,0
8859,3075,0
8860,854,0
8861,3724,0
8862,6637,0
8863,5305,0
8864,3682,0
8865,844,0
8866,485,0
8867,7324,0
8868,6639,0
8869,874,0
8870,886,0
8871,6641,0
8872,3068,0
8873,3067,0
8874,3723,0
8875,3723,0
8876,3723,0
8877,854,0
8878,3075,0
8879,6644,0
8880,6631,0
8881,3549,0
8882,5305,0
8883,3066,0
8884,7324,0
8885,6637,0
8886,3682,0
8887,3723,0
8888,485,0
8889,3724,0
8890,854,0
8891,844,0
8892,6639,0
8893,494,0
8894,5305,0
8895,3068,0
8896,3067,0
8897,874,0
8898,6631,0
8899,3723,0
8900,2920,0
8901,3735,0
8902,5310,0
8903,962,0
8904,962,0
8905,3734,0
8906,3063,0
8907,5307,0
8908,3725,0
8909,656,0
8910,656,0
8911,656,0
8912,656,0
8913,656,0
8914,656,0
8915,656,0
8916,656,0
8917,656,0
8918,504,0
8919,656,0
8920,656,0
8921,656,0
8922,656,0
8926,11338,0
8927,11339,0
8928,11340,0
8929,559,0
8930,3094,0
8931,656,0
8932,1131,0
8933,3474,0
8934,656,0
8935,3684,0
8936,3695,0
8937,656,0
8938,713,0
8939,559,0
8940,656,0
8941,3474,0
8942,3094,0
8943,656,0
8944,656,0
8945,3684,0
8946,3695,0
8947,559,0
8948,1131,0
8949,11328,0
8950,1131,0
8951,11349,0
8952,1131,0
8953,1131,0
8954,3079,0
8955,3070,0
8956,11350,0
8957,1131,0
8958,628,0
8959,1129,0
8960,3071,0
8961,3071,0
8962,628,0
8963,624,0
8964,624,0
8965,624,0
8966,624,0
8967,1150,0
8968,3748,0
8969,870,0
8970,964,0
8971,964,0
8972,964,0
8974,1007,0
8975,1007,0
8976,3071,0
8977,890,0
8978,890,0
8979,983,0
8980,983,0
8981,3081,0
8982,3081,0
8983,882,0
8984,11355,0
8985,11356,0
8986,997,0
8987,997,0
8988,997,0
8989,997,0
8990,997,0
8991,997,0
8992,964,0
8993,964,0
8994,964,0
8995,964,0
8996,964,0
8997,1007,0
8998,1007,0
8999,1007,0
9000,1007,0
9001,3085,0
9002,3085,0
9003,3085,0
9004,3081,0
9005,3081,0
9006,3081,0
9007,997,0
9008,997,0
9009,997,0
9010,997,0
9011,997,0
9012,997,0
9013,3085,0
9014,3085,0
9015,3085,0
9016,3085,0
9017,3085,0
9018,3085,0
9019,997,0
9020,997,0
9021,997,0
9022,997,0
9023,997,0
9024,1007,0
9025,1007,0
9026,1007,0
9027,1007,0
9028,1007,0
9029,997,0
9030,11359,0
9031,997,0
9032,997,0
9033,997,0
9034,997,0
9035,997,0
9036,11364,0
9037,531,0
9038,3731,0
9039,3731,0
9040,534,0
9041,3727,0
9043,3077,0
9044,532,0
9045,3731,0
9046,3731,0
9047,3731,0
9048,558,0
9049,561,0
9050,558,0
9051,561,0
9052,561,0
9053,531,0
9054,566,0
9055,566,0
9056,566,0
9057,488,0
9058,488,0
9059,3731,0
9062,900,0
9063,900,0
9064,900,0
9065,900,0
9066,906,0
9067,906,0
9068,906,0
9069,906,0
9070,906,0
9071,3089,0
9072,3089,0
9073,3089,0
9074,566,0
9075,566,0
9076,566,0
9077,566,0
9078,924,0
9079,924,0
9080,924,0
9081,924,0
9082,924,0
9083,924,0
9084,920,0
9085,920,0
9086,920,0
9087,920,0
9088,11371,0
9089,488,0
9090,488,0
9091,488,0
9092,488,0
9093,3089,0
9094,3089,0
9095,3089,0
9096,952,0
9097,952,0
9098,952,0
9099,952,0
9100,946,0
9101,946,0
9102,946,0
9103,946,0
9104,946,0
9105,946,0
9123,944,0
9124,944,0
9125,944,0
9126,944,0
9127,944,0
9128,944,0
9129,924,0
9130,924,0
9131,924,0
9132,952,0
9133,952,0
9134,952,0
9135,952,0
9136,952,0
9137,946,0
9138,946,0
9139,946,0
9140,946,0
9141,946,0
9142,946,0
9143,946,0
9144,11387,0
9145,944,0
9146,944,0
9147,944,0
9148,944,0
9150,952,0
9151,952,0
9152,952,0
9154,11389,0
9155,11390,0
9156,952,0
9157,952,0
9158,952,0
9159,952,0
9160,952,0
9161,952,0
9162,946,0
9163,946,0
9164,946,0
9165,946,0
9166,946,0
9167,946,0
9168,946,0
9169,944,0
9170,944,0
9171,944,0
9172,11392,0
9174,944,0
9175,944,0
9176,944,0
9177,946,0
9178,946,0
9179,11396,0
9180,946,0
9181,946,0
9182,946,0
9183,952,0
9184,566,0
9185,906,0
9186,11399,0
9187,11334,0
9188,924,0
9189,11402,0
9190,734,0
9191,956,0
9192,1107,0
9193,721,0
9194,981,0
9195,1045,0
9196,1045,0
9197,11403,0
9198,730,0
9199,730,0
9200,714,0
9201,1025,0
9202,719,0
9203,3354,0
9204,3354,0
9205,3354,0
9206,11405,0
9207,654,0
9208,654,0
9209,654,0
9211,496,0
9212,1089,0
9213,1089,0
9214,20799,0
9215,1089,0
9216,979,0
9217,736,0
9218,736,0
9219,736,0
9220,535,0
9221,3354,0
9222,3354,0
9223,1087,0
9224,11406,0
9225,1089,0
9226,1089,0
9227,862,0
9228,862,0
9229,862,0
9230,3692,0
9231,3751,0
9232,11405,0
9233,11407,0
9239,11434,0
9240,11434,0
9241,11435,0
9249,11437,0
9251,11438,0
9252,11438,0
9253,11438,0
9260,11009,0
9263,11537,0
9264,11474,0
9283,11513,0
9293,11503,0
9294,11505,0
9295,11506,0
9296,11507,0
9297,11508,0
9298,11509,0
9299,11535,0
9300,11510,0
9301,11531,0
9302,11530,0
9303,11529,0
9304,11532,0
9305,11533,0
9312,11540,0
9313,11541,0
9314,11542,0
9315,11544,0
9317,11543,0
9318,6668,0
9319,11547,0
9323,11548,0
9328,11610,0
9360,11009,0
9361,11629,0
9364,12709,0
9367,11644,0
9380,11654,0
9394,22641,0
9397,5405,0
9404,12438,0
9421,11732,1
9437,11759,0
9439,11760,0
9442,11761,0
9449,13494,0
9451,432,0
9466,11757,0
9472,11792,0
9492,11826,0
9530,11840,0
9606,11885,0
9618,11886,0
9619,11887,0
9620,11888,0
9621,11889,0
9681,1129,0
9719,11923,0
10030,12022,0
10300,12136,0
10301,12137,0
10302,12138,0
10303,12140,0
10304,12141,0
10305,12175,0
10306,12177,0
10307,12178,0
10308,12176,0
10309,12174,0
10310,12179,0
10311,12171,0
10312,12143,0
10313,12145,0
10314,12172,0
10315,12146,0
10316,12142,0
10317,12173,0
10318,12182,0
10319,12147,0
10320,12148,0
10321,12183,0
10322,12149,0
10323,12184,0
10324,12150,0
10325,12185,0
10326,12186,0
10327,12189,0
10338,12199,0
10360,10714,0
10361,10716,0
10392,10717,0
10393,10688,0
10394,10709,0
10398,12243,0
10418,12733,0
10419,12253,0
10424,12261,0
10444,12283,0
10445,12304,0
10455,12766,0
10460,12253,0
10463,12345,0
10464,12347,0
10465,12346,0
10507,12419,0
10514,12421,0
10515,12534,0
10518,12438,0
10543,12561,0
10546,12459,0
10548,12460,0
10562,12543,0
10576,23075,0
10577,13237,0
10586,12562,0
10587,23134,0
10588,22641,0
10592,12608,0
10601,12645,0
10602,12646,0
10603,12647,0
10604,12648,0
10605,12649,0
10606,12650,0
10607,12651,0
10608,12652,0
10609,12653,0
10622,12684,0
10644,12706,0
10645,13278,0
10646,13241,0
10663,12735,0
10684,12438,0
10687,12802,0
10688,12805,0
10689,12806,0
10690,12808,0
10696,12938,1
10697,12938,1
10698,12938,1
