ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
156150,860,0,63333,0,0
156151,863,0,63334,0,0
156152,864,0,63335,0,0
156153,865,0,63336,0,0
156154,866,0,63337,0,0
156155,867,0,63338,0,0
156156,868,0,63339,0,0
156157,869,0,63340,0,0
156158,870,0,63341,0,0
156159,871,0,63342,0,0
156160,872,0,63343,0,0
156161,873,0,63344,0,0
156162,876,0,63345,0,0
156163,880,0,63346,0,0
156164,885,0,63347,0,0
156165,886,0,63348,0,0
156166,888,0,63349,0,0
156167,890,0,63350,0,0
156168,892,0,63351,0,0
156169,897,0,63352,0,0
156170,899,0,63353,0,0
156171,905,0,63354,0,0
156172,906,0,63355,0,0
156173,907,0,63356,0,0
156174,908,0,63357,0,0
156175,909,0,63358,0,0
156176,911,0,63359,0,0
156177,913,0,63360,0,0
156178,914,0,63361,0,0
156179,920,0,63362,0,0
156180,922,0,63363,0,0
156181,923,0,63364,0,0
156182,924,0,63365,0,0
156183,925,0,63366,0,0
156184,926,0,63367,0,0
156185,927,0,63296,0,0
156186,928,0,63368,0,0
156187,934,0,63369,0,0
156188,935,0,63370,0,0
156189,936,0,63371,0,0
156190,937,0,63372,0,0
156191,940,0,63373,0,0
156192,943,0,63374,0,0
156193,944,0,63375,0,0
156194,945,0,63376,0,0
156195,948,0,63376,0,0
156196,983,0,63377,0,0
156197,1008,0,63378,0,0
156198,1009,0,63379,0,0
156199,1010,0,63380,0,0
156200,1011,0,63381,0,0
156201,1018,0,63382,0,0
156202,1117,0,63383,0,0
156203,1121,0,63384,0,0
156204,1131,0,63385,0,0
156205,1154,0,63315,0,0
156206,1155,0,63386,0,0
156207,1158,0,63387,0,0
156208,1159,0,63388,0,0
156209,1161,0,63389,0,0
156210,1162,0,63390,0,0
156211,1163,0,63391,0,0
156212,1168,0,63392,0,0
156213,1169,0,63393,0,0
156214,1171,0,63394,0,0
156215,1172,0,63395,0,0
156216,1173,0,63396,0,0
156217,1182,0,63397,0,0
156218,1183,0,63398,0,0
156219,1190,0,63399,0,0
156220,1194,0,63400,0,0
156221,1195,0,63401,0,0
156222,1196,0,63402,0,0
156223,1197,0,63403,0,0
156224,1198,0,63404,0,0
156225,1200,0,63405,0,0
156226,1201,0,63406,0,0
156227,1202,0,63407,0,0
156228,1203,0,63408,0,0
156229,1204,0,63409,0,0
156230,1207,0,63410,0,0
156231,1211,0,63411,0,0
156232,1213,0,63412,0,0
156233,1214,0,63413,0,0
156234,1215,0,63414,0,0
156235,1216,0,63415,0,0
156236,1218,0,63416,0,0
156237,1219,0,63417,0,0
156238,1220,0,63418,0,0
156239,1254,0,63419,0,0
156240,1259,0,63420,0,0
156241,1263,0,63421,0,0
156242,1264,0,63422,0,0
156243,1265,0,63423,0,0
156244,1270,0,63424,0,0
156245,1273,0,63425,0,0
156246,1275,0,63324,0,0
156247,1276,0,63426,0,0
156248,1280,0,63427,0,0
156249,1282,0,63428,0,0
156250,1287,0,63429,0,0
156251,1292,0,63430,0,0
156252,1296,0,63431,0,0
156253,1297,0,63432,0,0
156254,1299,0,63433,0,0
156255,1300,0,63434,0,0
156256,1302,0,63435,0,0
156257,1303,0,63327,0,0
156258,1304,0,63436,0,0
156259,1306,0,63437,0,0
156260,1310,0,63438,0,0
156261,1314,0,63439,0,0
156262,1317,0,63440,0,0
156263,1318,0,63441,0,0
156264,1351,0,63442,0,0
156265,1355,0,63443,0,0
156266,1359,0,63444,0,0
156267,1360,0,63445,0,0
156268,1364,0,63446,0,0
156269,1366,0,63447,0,0
156270,1367,0,63448,0,0
156271,1368,0,63449,0,0
156272,1369,0,63450,0,0
156273,1370,0,63451,0,0
156274,1372,0,63443,0,0
156275,1374,0,63452,0,0
156276,1376,0,63453,0,0
156277,1377,0,63454,0,0
156278,1378,0,63455,0,0
156279,1380,0,63456,0,0
156280,1382,0,63457,0,0
156281,1383,0,63458,0,0
156282,1384,0,63459,0,0
156283,1386,0,63460,0,0
156284,1387,0,63461,0,0
156285,1388,0,63462,0,0
156286,1389,0,63463,0,0
156287,1391,0,63464,0,0
156288,1394,0,63465,0,0
156289,1395,0,63231,0,0
156290,1396,0,63466,0,0
156291,1405,0,63467,0,0
156292,1406,0,63468,0,0
156293,1411,0,63469,0,0
156294,1412,0,63470,0,0
156295,1413,0,63471,0,0
156296,1414,0,63472,0,0
156297,1415,0,63473,0,0
156298,1416,0,63458,0,0
156299,1417,0,63474,0,0
156300,1418,0,63475,0,0
156301,1419,0,63476,0,0
156302,1420,0,63477,0,0
156303,1421,0,63478,0,0
156304,1422,0,63479,0,0
156305,1423,0,63480,0,0
156306,1425,0,63481,0,0
156307,1427,0,63482,0,0
156308,1429,0,63424,0,0
156309,1430,0,63483,0,0
156310,1431,0,63484,0,0
156311,1433,0,63485,0,0
156312,1436,0,63486,0,0
156313,1438,0,63487,0,0
156314,1440,0,63488,0,0
156315,1445,0,63489,0,0
156316,1446,0,63490,0,0
156317,1448,0,63491,0,0
156318,1454,0,63492,0,0
156319,1455,0,63493,0,0
156320,1457,0,63494,0,0
156321,1458,0,63495,0,0
156322,1459,0,63496,0,0
156323,1460,0,63497,0,0
156324,1461,0,63498,0,0
156325,1465,0,63499,0,0
156326,1469,0,63500,0,0
156327,1473,0,63501,0,0
156328,1479,0,63502,0,0
156329,1480,0,63503,0,0
156330,1481,0,63504,0,0
156331,1482,0,63505,0,0
156332,1483,0,63506,0,0
156333,1484,0,63507,0,0
156334,1485,0,63508,0,0
156335,1486,0,63509,0,0
156336,1488,0,63510,0,0
156337,1489,0,63511,0,0
156338,1493,0,63512,0,0
156339,1495,0,63513,0,0
156340,1497,0,63514,0,0
156341,1498,0,63515,0,0
156342,1499,0,63516,0,0
156343,1501,0,63517,0,0
156344,1502,0,63518,0,0
156345,1503,0,63519,0,0
156346,1504,0,63520,0,0
156347,1505,0,63521,0,0
156348,1506,0,63522,0,0
156349,1507,0,63523,0,0
156350,1509,0,63524,0,0
156351,1510,0,63525,0,0
156352,1511,0,63526,0,0
156353,1512,0,63527,0,0
156354,1513,0,63528,0,0
156355,1514,0,63529,0,0
156356,1515,0,63530,0,0
156357,1516,0,63531,0,0
156358,1521,0,63532,0,0
156359,1522,0,63533,0,0
156360,1523,0,63534,0,0
156361,1539,0,63535,0,0
156362,1547,0,63536,0,0
156363,1557,0,63537,0,0
156364,1560,0,63538,0,0
156365,1561,0,63539,0,0
156366,1566,0,63540,0,0
156367,1602,0,63541,0,0
156368,1604,0,63542,0,0
156369,1607,0,63543,0,0
156370,1608,0,63544,0,0
156371,1613,0,63545,0,0
156372,1624,0,63546,0,0
156373,1625,0,63547,0,0
156374,1639,0,63548,0,0
156375,1640,0,63549,0,0
156376,1659,0,63550,0,0
156377,1664,0,63551,0,0
156378,1677,0,63552,0,0
156379,1678,0,63553,0,0
156380,1679,0,63554,0,0
156381,1680,0,63555,0,0
156382,1715,0,63552,0,0
156383,1716,0,63556,0,0
156384,1717,0,63510,0,0
156385,1718,0,63557,0,0
156386,1720,0,63558,0,0
156387,1721,0,63559,0,0
156388,1722,0,63560,0,0
156389,1726,0,63561,0,0
156390,1727,0,63562,0,0
156391,1728,0,63563,0,0
156392,1730,0,63564,0,0
156393,1731,0,63565,0,0
156394,1732,0,63566,0,0
156395,1733,0,63567,0,0
156396,1734,0,63568,0,0
156397,1735,0,63569,0,0
156398,1737,0,63570,0,0
156399,1738,0,63564,0,0
156400,1739,0,63565,0,0
156401,1740,0,63566,0,0
156402,1741,0,63571,0,0
156403,1742,0,63568,0,0
156404,1743,0,63569,0,0
156405,1744,0,63572,0,0
156406,1745,0,63570,0,0
156407,1746,0,63564,0,0
156408,1747,0,63565,0,0
156409,1748,0,63566,0,0
156410,1749,0,63573,0,0
156411,1750,0,63568,0,0
156412,1751,0,63569,0,0
156413,1752,0,63572,0,0
156414,1753,0,63570,0,0
156415,1754,0,63564,0,0
156416,1755,0,63565,0,0
156417,1756,0,63566,0,0
156418,1757,0,63574,0,0
156419,1758,0,63568,0,0
156420,1759,0,63569,0,0
156421,1760,0,63572,0,0
156422,1761,0,63570,0,0
156423,1764,0,63575,0,0
156424,1766,0,63576,0,0
156425,1767,0,63577,0,0
156426,1768,0,63578,0,0
156427,1769,0,63579,0,0
156428,1770,0,63580,0,0
156429,1772,0,63581,0,0
156430,1774,0,63582,0,0
156431,1775,0,63583,0,0
156432,1776,0,63584,0,0
156433,1777,0,63585,0,0
156434,1778,0,63586,0,0
156435,1780,0,63587,0,0
156436,1782,0,63588,0,0
156437,1783,0,63589,0,0
156438,1784,0,63590,0,0
156439,1785,0,63591,0,0
156440,1786,0,63592,0,0
156441,1787,0,63593,0,0
156442,1788,0,63594,0,0
156443,1789,0,63595,0,0
156444,1790,0,63596,0,0
156445,1791,0,63597,0,0
156446,1792,0,63598,0,0
156447,1793,0,63355,0,0
156448,1794,0,63599,0,0
156449,1795,0,63600,0,0
156450,1796,0,63601,0,0
156451,1797,0,63602,0,0
156452,1798,0,63478,0,0
156453,1799,0,63603,0,0
156454,1800,0,63604,0,0
156455,1801,0,63605,0,0
156456,1802,0,63606,0,0
156457,1803,0,63607,0,0
156458,1804,0,63608,0,0
156459,1805,0,63609,0,0
156460,1806,0,63610,0,0
156461,1807,0,63611,0,0
156462,1808,0,63612,0,0
156463,1809,0,63613,0,0
156464,1810,0,63614,0,0
156465,1811,0,63615,0,0
156466,1812,0,63616,0,0
156467,1813,0,63617,0,0
156468,1814,0,63618,0,0
156469,1815,0,63225,0,0
156470,1816,0,63458,0,0
156471,1817,0,63619,0,0
156472,1818,0,63620,0,0
156473,1819,0,63292,0,0
156474,1820,0,63621,0,0
156475,1821,0,63622,0,0
156476,1822,0,63623,0,0
156477,1823,0,63624,0,0
156478,1824,0,63625,0,0
156479,1825,0,63626,0,0
156480,1826,0,63627,0,0
156481,1827,0,63430,0,0
156482,1828,0,63628,0,0
156483,1829,0,63629,0,0
156484,1830,0,63630,0,0
156485,1831,0,63631,0,0
156486,1832,0,63632,0,0
156487,1835,0,63633,0,0
156488,1836,0,63634,0,0
156489,1839,0,63635,0,0
156490,1840,0,63636,0,0
156491,1843,0,63637,0,0
156492,1844,0,63638,0,0
156493,1845,0,63564,0,0
156494,1846,0,63639,0,0
156495,1849,0,63640,0,0
156496,1850,0,63641,0,0
156497,1852,0,63642,0,0
156498,1853,0,63315,0,0
156499,1893,0,63292,0,0
156500,1895,0,63459,0,0
156501,1896,0,63643,0,0
156502,1897,0,63644,0,0
156503,1899,0,63378,0,0
156504,1900,0,63328,0,0
156505,1901,0,63463,0,0
156506,1902,0,63645,0,0
156507,1903,0,63646,0,0
156508,1904,0,63458,0,0
156509,1905,0,63647,0,0
156510,1906,0,63395,0,0
156511,1907,0,63648,0,0
156512,1908,0,63224,0,0
156513,1909,0,63649,0,0
156514,1910,0,63292,0,0
156515,1911,0,63650,0,0
156516,1913,0,63651,0,0
156517,1917,0,63652,0,0
156518,1925,0,63653,0,0
156519,1926,0,63654,0,0
156520,1927,0,63655,0,0
156521,1928,0,63656,0,0
156522,1929,0,63657,0,0
156523,1930,0,63658,0,0
156524,1933,0,63659,0,0
156525,1934,0,63660,0,0
156526,1935,0,63661,0,0
156527,1936,0,63662,0,0
156528,1937,0,63663,0,0
156529,1938,0,63664,0,0
156530,1943,0,63325,0,0
156531,1944,0,63665,0,0
156532,1945,0,63666,0,0
156533,1951,0,63667,0,0
156534,1955,0,63668,0,0
156535,1957,0,63669,0,0
156536,1958,0,63670,0,0
156537,1959,0,63292,0,0
156538,1961,0,63671,0,0
156539,1965,0,63672,0,0
156540,1974,0,63673,0,0
156541,1975,0,63674,0,0
156542,1976,0,63675,0,0
156543,1978,0,63676,0,0
156544,1979,0,63677,0,0
156545,1981,0,63678,0,0
156546,1982,0,63679,0,0
156547,1983,0,63680,0,0
156548,1984,0,63406,0,0
156549,1985,0,63681,0,0
156550,1986,0,63682,0,0
156551,1988,0,63683,0,0
156552,1990,0,63684,0,0
156553,1991,0,63401,0,0
156554,1992,0,63685,0,0
156555,1994,0,63686,0,0
156556,1997,0,63687,0,0
156557,1998,0,63688,0,0
156558,2000,0,63689,0,0
156559,2011,0,63690,0,0
156560,2013,0,63691,0,0
156561,2014,0,63692,0,0
156562,2015,0,63693,0,0
156563,2016,0,63694,0,0
156564,2017,0,63695,0,0
156565,2018,0,63696,0,0
156566,2020,0,63353,0,0
156567,2021,0,63697,0,0
156568,2023,0,63698,0,0
156569,2024,0,63699,0,0
156570,2025,0,63700,0,0
156571,2026,0,63701,0,0
156572,2027,0,63629,0,0
156573,2028,0,63702,0,0
156574,2029,0,63703,0,0
156575,2030,0,63704,0,0
156576,2032,0,63705,0,0
156577,2033,0,63706,0,0
156578,2034,0,63707,0,0
156579,2035,0,63708,0,0
156580,2036,0,63709,0,0
156581,2037,0,63710,0,0
156582,2040,0,63711,0,0
156583,2041,0,63712,0,0
156584,2042,0,63713,0,0
156585,2044,0,63714,0,0
156586,2046,0,63376,0,0
156587,2047,0,63715,0,0
156588,2048,0,63716,0,0
156589,2051,0,63717,0,0
156590,2052,0,63717,0,0
156591,2053,0,63718,0,0
156592,2054,0,63719,0,0
156593,2055,0,63645,0,0
156594,2056,0,63716,0,0
156595,2057,0,63720,0,0
156596,2058,0,63721,0,0
156597,2059,0,63722,0,0
156598,2064,0,63723,0,0
156599,2065,0,63724,0,0
156600,2066,0,63725,0,0
156601,2067,0,63726,0,0
156602,2069,0,63727,0,0
156603,2072,0,63728,0,0
156604,2073,0,63729,0,0
156605,2074,0,63730,0,0
156606,2075,0,63654,0,0
156607,2077,0,63731,0,0
156608,2078,0,63732,0,0
156609,2079,0,63733,0,0
156610,2080,0,63734,0,0
156611,2081,0,63395,0,0
156612,2084,0,63735,0,0
156613,2087,0,63736,0,0
156614,2088,0,63737,0,0
156615,2089,0,63738,0,0
156616,2092,0,63739,0,0
156617,2098,0,63740,0,0
156618,2099,0,63741,0,0
156619,2100,0,63742,0,0
156620,2105,0,63743,0,0
156621,2108,0,63744,0,0
156622,2109,0,63570,0,0
156623,2110,0,63745,0,0
156624,2112,0,63746,0,0
156625,2114,0,63747,0,0
156626,2117,0,63748,0,0
156627,2119,0,63749,0,0
156628,2120,0,63750,0,0
156629,2121,0,63751,0,0
156630,2122,0,63752,0,0
156631,2123,0,63753,0,0
156632,2124,0,63754,0,0
156633,2125,0,63755,0,0
156634,2126,0,63756,0,0
156635,2127,0,63757,0,0
156636,2129,0,63758,0,0
156637,2130,0,63465,0,0
156638,2131,0,63759,0,0
156639,2132,0,63760,0,0
156640,2134,0,63761,0,0
156641,2137,0,63762,0,0
156642,2138,0,63763,0,0
156643,2139,0,63764,0,0
156644,2140,0,63765,0,0
156645,2141,0,63766,0,0
156646,2142,0,63767,0,0
156647,2143,0,63768,0,0
156648,2144,0,63769,0,0
156649,2145,0,63770,0,0
156650,2146,0,63771,0,0
156651,2147,0,63772,0,0
156652,2148,0,63773,0,0
156653,2149,0,63774,0,0
156654,2150,0,63775,0,0
156655,2151,0,63776,0,0
156656,2152,0,63777,0,0
156657,2153,0,63552,0,0
156658,2156,0,63778,0,0
156659,2158,0,63779,0,0
156660,2159,0,63780,0,0
156661,2160,0,63781,0,0
156662,2163,0,63782,0,0
156663,2164,0,63783,0,0
156664,2165,0,63443,0,0
156665,2166,0,63784,0,0
156666,2167,0,63785,0,0
156667,2168,0,63786,0,0
156668,2169,0,63787,0,0
156669,2172,0,63788,0,0
156670,2173,0,63475,0,0
156671,2175,0,63789,0,0
156672,2176,0,63790,0,0
156673,2177,0,63791,0,0
156674,2178,0,63792,0,0
156675,2179,0,63793,0,0
156676,2180,0,63794,0,0
156677,2181,0,63795,0,0
156678,2182,0,63796,0,0
156679,2183,0,63797,0,0
156680,2184,0,63739,0,0
156681,2186,0,63635,0,0
156682,2189,0,63798,0,0
156683,2194,0,63799,0,0
156684,2195,0,63800,0,0
156685,2196,0,63801,0,0
156686,2197,0,63802,0,0
156687,2198,0,63803,0,0
156688,2199,0,63804,0,0
156689,2200,0,63805,0,0
156690,2201,0,63806,0,0
156691,2202,0,63807,0,0
156692,2203,0,63808,0,0
156693,2204,0,63809,0,0
156694,2205,0,63810,0,0
156695,2207,0,63811,0,0
156696,2208,0,63812,0,0
156697,2209,0,63813,0,0
156698,2210,0,63814,0,0
156699,2211,0,63815,0,0
156700,2212,0,63816,0,0
156701,2213,0,63717,0,0
156702,2214,0,63817,0,0
156703,2215,0,63818,0,0
156704,2216,0,63819,0,0
156705,2217,0,63820,0,0
156706,2218,0,63821,0,0
156707,2219,0,63822,0,0
156708,2220,0,63823,0,0
156709,2221,0,63824,0,0
156710,2222,0,63681,0,0
156711,2224,0,63800,0,0
156712,2225,0,63825,0,0
156713,2226,0,63826,0,0
156714,2227,0,63827,0,0
156715,2230,0,63828,0,0
156716,2231,0,63829,0,0
156717,2232,0,63830,0,0
156718,2233,0,63831,0,0
156719,2234,0,63832,0,0
156720,2235,0,63833,0,0
156721,2236,0,63834,0,0
156722,2237,0,63835,0,0
156723,2238,0,63836,0,0
156724,2240,0,63837,0,0
156725,2241,0,63838,0,0
156726,2243,0,63839,0,0
156727,2244,0,63840,0,0
156728,2245,0,63841,0,0
156729,2248,0,63842,0,0
156730,2249,0,63671,0,0
156731,2254,0,63843,0,0
156732,2256,0,63844,0,0
156733,2257,0,63845,0,0
156734,2258,0,63389,0,0
156735,2259,0,63846,0,0
156736,2260,0,63847,0,0
156737,2263,0,63848,0,0
156738,2264,0,63849,0,0
156739,2265,0,63850,0,0
156740,2266,0,63851,0,0
156741,2267,0,63329,0,0
156742,2268,0,63852,0,0
156743,2271,0,63853,0,0
156744,2273,0,63854,0,0
156745,2274,0,63279,0,0
156746,2276,0,63855,0,0
156747,2277,0,63856,0,0
156748,2278,0,63857,0,0
156749,2280,0,63858,0,0
156750,2281,0,63850,0,0
156751,2282,0,63859,0,0
156752,2283,0,63860,0,0
156753,2284,0,63424,0,0
156754,2291,0,63861,0,0
156755,2292,0,63862,0,0
156756,2299,0,63863,0,0
156757,2300,0,63864,0,0
156758,2301,0,63865,0,0
156759,2302,0,63320,0,0
156760,2303,0,63322,0,0
156761,2307,0,63866,0,0
156762,2308,0,63867,0,0
156763,2309,0,63868,0,0
156764,2310,0,63869,0,0
156765,2311,0,63870,0,0
156766,2312,0,63871,0,0
156767,2314,0,63872,0,0
156768,2315,0,63873,0,0
156769,2316,0,63837,0,0
156770,2317,0,63874,0,0
156771,2326,0,63875,0,0
156772,2327,0,63876,0,0
156773,2361,0,63877,0,0
156774,2362,0,63878,0,0
156775,2364,0,63879,0,0
156776,2366,0,63880,0,0
156777,2367,0,63881,0,0
156778,2369,0,63882,0,0
156779,2370,0,63883,0,0
156780,2371,0,63884,0,0
156781,2372,0,63885,0,0
156782,2373,0,63886,0,0
156783,2374,0,63887,0,0
156784,2375,0,63888,0,0
156785,2376,0,63889,0,0
156786,2379,0,63570,0,0
156787,2380,0,63564,0,0
156788,2381,0,63569,0,0
156789,2383,0,63565,0,0
156790,2384,0,63566,0,0
156791,2385,0,63568,0,0
156792,2386,0,63890,0,0
156793,2387,0,63564,0,0
156794,2388,0,63784,0,0
156795,2389,0,63891,0,0
156796,2390,0,63892,0,0
156797,2391,0,63491,0,0
156798,2392,0,63893,0,0
156799,2393,0,63564,0,0
156800,2394,0,63569,0,0
156801,2395,0,63565,0,0
156802,2396,0,63566,0,0
156803,2397,0,63894,0,0
156804,2398,0,63694,0,0
156805,2399,0,63564,0,0
156806,2400,0,63784,0,0
156807,2401,0,63891,0,0
156808,2402,0,63892,0,0
156809,2403,0,63491,0,0
156810,2410,0,63395,0,0
156811,2417,0,63895,0,0
156812,2418,0,63896,0,0
156813,2419,0,63897,0,0
156814,2420,0,63898,0,0
156815,2421,0,63899,0,0
156816,2422,0,63900,0,0
156817,2423,0,63901,0,0
156818,2424,0,63902,0,0
156819,2425,0,63903,0,0
156820,2426,0,63904,0,0
156821,2427,0,63905,0,0
156822,2428,0,63906,0,0
156823,2429,0,63907,0,0
156824,2431,0,63908,0,0
156825,2432,0,63909,0,0
156826,2434,0,63910,0,0
156827,2435,0,63911,0,0
156828,2437,0,63912,0,0
156829,2438,0,63913,0,0
156830,2440,0,63914,0,0
156831,2445,0,63915,0,0
156832,2446,0,63916,0,0
156833,2448,0,63917,0,0
156834,2451,0,63918,0,0
156835,2463,0,63919,0,0
156836,2464,0,63920,0,0
156837,2465,0,63921,0,0
156838,2467,0,63922,0,0
156839,2468,0,63923,0,0
156840,2469,0,63924,0,0
156841,2470,0,63925,0,0
156842,2471,0,63926,0,0
156843,2472,0,63927,0,0
156844,2473,0,63928,0,0
156845,2474,0,63929,0,0
156846,2475,0,63930,0,0
156847,2479,0,63931,0,0
156848,2480,0,63932,0,0
156849,2488,0,63223,0,0
156850,2489,0,63680,0,0
156851,2490,0,63458,0,0
156852,2491,0,63933,0,0
156853,2492,0,63934,0,0
156854,2493,0,63935,0,0
156855,2494,0,63936,0,0
156856,2495,0,63937,0,0
156857,2504,0,63938,0,0
156858,2505,0,63939,0,0
156859,2506,0,63940,0,0
156860,2507,0,63941,0,0
156861,2508,0,63942,0,0
156862,2509,0,63943,0,0
156863,2510,0,63942,0,0
156864,2511,0,63944,0,0
156865,2512,0,63945,0,0
156866,2515,0,63945,0,0
156867,2516,0,63946,0,0
156868,2519,0,63946,0,0
156869,2520,0,63947,0,0
156870,2521,0,63948,0,0
156871,2522,0,63949,0,0
156872,2523,0,63950,0,0
156873,2524,0,63951,0,0
156874,2525,0,63952,0,0
156875,2526,0,63953,0,0
156876,2527,0,63954,0,0
156877,2528,0,63772,0,0
156878,2529,0,63955,0,0
156879,2530,0,63956,0,0
156880,2531,0,63957,0,0
156881,2532,0,63958,0,0
156882,2533,0,63959,0,0
156883,2534,0,63960,0,0
156884,2535,0,63961,0,0
156885,2543,0,63598,0,0
156886,2545,0,63962,0,0
156887,2546,0,63963,0,0
156888,2547,0,63568,0,0
156889,2549,0,63964,0,0
156890,2550,0,63938,0,0
156891,2551,0,63965,0,0
156892,2552,0,63943,0,0
156893,2557,0,63966,0,0
156894,2558,0,63967,0,0
156895,2559,0,63968,0,0
156896,2562,0,63969,0,0
156897,2564,0,63970,0,0
156898,2565,0,63971,0,0
156899,2566,0,63972,0,0
156900,2567,0,63973,0,0
156901,2568,0,63974,0,0
156902,2569,0,63975,0,0
156903,2570,0,63576,0,0
156904,2571,0,63976,0,0
156905,2572,0,63977,0,0
156906,2575,0,63978,0,0
156907,2576,0,63979,0,0
156908,2577,0,63980,0,0
156909,2578,0,63981,0,0
156910,2579,0,63982,0,0
156911,2580,0,63983,0,0
156912,2582,0,63984,0,0
156913,2583,0,63985,0,0
156914,2584,0,63986,0,0
156915,2585,0,63987,0,0
156916,2586,0,63988,0,0
156917,2587,0,63989,0,0
156918,2612,0,63990,0,0
156919,2613,0,63991,0,0
156920,2614,0,63992,0,0
156921,2615,0,63993,0,0
156922,2616,0,63994,0,0
156923,2617,0,63995,0,0
156924,2618,0,63996,0,0
156925,2620,0,63997,0,0
156926,2621,0,63998,0,0
156927,2622,0,63999,0,0
156928,2623,0,64000,0,0
156929,2624,0,64001,0,0
156930,2632,0,64002,0,0
156931,2635,0,63564,0,0
156932,2642,0,63565,0,0
156933,2643,0,63566,0,0
156934,2644,0,64003,0,0
156935,2645,0,63568,0,0
156936,2646,0,63569,0,0
156937,2648,0,63570,0,0
156938,2649,0,63564,0,0
156939,2650,0,63565,0,0
156940,2651,0,63566,0,0
156941,2652,0,64004,0,0
156942,2653,0,63568,0,0
156943,2654,0,63569,0,0
156944,2656,0,63570,0,0
156945,2664,0,64005,0,0
156946,2690,0,64006,0,0
156947,2691,0,63565,0,0
156948,2694,0,64007,0,0
156949,2695,0,63465,0,0
156950,2703,0,64008,0,0
156951,2704,0,64009,0,0
156952,2705,0,64010,0,0
156953,2706,0,64011,0,0
156954,2707,0,64012,0,0
156955,2708,0,64013,0,0
156956,2709,0,64014,0,0
156957,2710,0,63969,0,0
156958,2711,0,63291,0,0
156959,2714,0,64015,0,0
156960,2715,0,64016,0,0
156961,2716,0,64017,0,0
156962,2717,0,64018,0,0
156963,2718,0,64019,0,0
