"Entry","MaleText","FemaleText","LanguageId","EmoteId1","EmoteId2","EmoteId3","EmoteDelay1","EmoteDelay2","EmoteDelay3"
"2807","I once followed the ways of the Twilight's Hammer. Obsessed with reviving the Old Gods, I journeyed deep into this lair to try to draw power from the cursed beast, Aku'mai!$b$bAfter witnessing the sacrifice of countless innocents, I came to my senses.$b$bI was trapped but now I am free! But so far from my homeland of Khaz Modan!$b$bBrave adventurer, I offer you passage to a very special land in return for slaying Aku'mai. If you wish, I can port you to the city of Darnassus.","","0","1","1","0","0","0","0"
"2821","Welcome to my Inn, weary traveler. What can I do for you?","Welcome to my Inn, weary traveler. What can I do for you?","7","0","0","0","0","0","0"
"2824","Rest your weary bones for a spell.","Rest your weary bones for a spell.","1","0","0","0","0","0","0"
"2825","As the wind on the plains, you are always welcome here.","As the wind on the plains, you are always welcome here.","1","0","0","0","0","0","0"
"2826","Fill yer tankard and pull up a chair. We've stories to tell and kegs to empty.","Fill yer tankard and pull up a chair. We've stories to tell and kegs to empty.","7","0","0","0","0","0","0"
"2827","Your body looks worn and your spirit weary. Rest yourself beneath our roof and allow Elune to guide your dreams.","Your body looks worn and your spirit weary. Rest yourself beneath our roof and allow Elune to guide your dreams.","7","0","0","0","0","0","0"
"2828","Come in, come in. Just don't sit too close to the stove. It hasn't exploded yet today, but just to be safe I think you should sit elsewhere.","Come in, come in. Just don't sit too close to the stove. It hasn't exploded yet today, but just to be safe I think you should sit elsewhere.","0","0","0","0","0","0","0"
"2843","","Hello $r, it is a pleasure to make your acquaintance.~","0","2","0","0","0","0","0"
"2861","","Well, well... look what the cat brung in... and how can I help you, $c?","0","6","0","0","0","0","0"
"2864","You can find the gryphon master on the northeast rampart overlooking the Valley of Heroes.","You can find the gryphon master on the northeast rampart overlooking the Valley of Heroes.","7","0","0","0","0","0","0"
"2876","Ahhh, you are looking for Dungar Longdrink. He has some of the fastest gryphons this side of Khaz Modan! You can find him up on the ramparts in the Trade District.","Ahhh, you are looking for Dungar Longdrink. He has some of the fastest gryphons this side of Khaz Modan! You can find him up on the ramparts in the Trade District.","7","0","0","0","0","0","0"
"2877","Lookin' to take a gryphon ride, eh? Dungar keeps his birds up on the rampart in the Trade District. Just remember to hold on tight! ","Lookin' to take a gryphon ride, eh? Dungar keeps his birds up on the rampart in the Trade District. Just remember to hold on tight! ","7","0","0","0","0","0","0"
"2878","Gryphons, eh? Never really cared for the beasts but to each their own.~~You can find Dungar Longdrink on the rampart in the Trade District.","Gryphons, eh? Never really cared for the beasts but to each their own.~~You can find Dungar Longdrink on the rampart in the Trade District.","7","0","0","0","0","0","0"
"2879","You can find Aldwin Laughlin at the Stormwind Vistor's Center in the Trade District.","You can find Aldwin Laughlin at the Stormwind Vistor's Center in the Trade District.","7","0","0","0","0","0","0"
"2880","Gonna make a guild, are ya? Good luck to ya then!~~Talk to Aldwin Laughlin in the Stormwind Vistor's Center. It's in the Trade District right as you come in from the Valley of Heroes.","Gonna make a guild, are ya? Good luck to ya then!~~Talk to Aldwin Laughlin in the Stormwind Vistor's Center. It's in the Trade District right as you come in from the Valley of Heroes.","7","0","0","0","0","0","0"
"2881","Ahhh, Stormwind Visitor's Center is what you are looking for then. It's the first building on the left as you walk through the front gates from the Valley of Heroes.","Ahhh, Stormwind Visitor's Center is what you are looking for then. It's the first building on the left as you walk through the front gates from the Valley of Heroes.","7","0","0","0","0","0","0"
"2901","Which class trainer are you looking for?","Which class trainer are you looking for?","7","0","0","0","0","0","0"
"2903","The magi congregate in the Wizard's Sanctum in the Mage Quarter. Quite a tower they have there. Makes our barracks look like peasant hovels.","The magi congregate in the Wizard's Sanctum in the Mage Quarter. Quite a tower they have there. Makes our barracks look like peasant hovels.","7","0","0","0","0","0","0"
"2904","Oh, looking for some arcane enlightenment are you? No place better then then Wizard's Sanctum in the Mage Quarter.","Oh, looking for some arcane enlightenment are you? No place better then then Wizard's Sanctum in the Mage Quarter.","7","0","0","0","0","0","0"
"2905","Sounds like you want to talk to Maginor Dumas! You can usually find him in the Wizard's Sanctum in the Mage Quarter. Course, you never know when or where those magi will portal off to.","Sounds like you want to talk to Maginor Dumas! You can usually find him in the Wizard's Sanctum in the Mage Quarter. Course, you never know when or where those magi will portal off to.","7","0","0","0","0","0","0"
"2907","You want to talk to Osborne then. No finer teacher of the stealth arts than him in Stormwind. Look for him over in Old Town.","You want to talk to Osborne then. No finer teacher of the stealth arts than him in Stormwind. Look for him over in Old Town.","7","0","0","0","0","0","0"
"2908","Bah, rogues have done nothing but make our job here in Stormwind harder. I wish I could drag both Osborne and Mathias both out of Old Town and right to the Stockade.","Bah, rogues have done nothing but make our job here in Stormwind harder. I wish I could drag both Osborne and Mathias both out of Old Town and right to the Stockade.","7","0","0","0","0","0","0"
"2909","Old Town is where you should go if you want to find rogues. It's in the northeast corner of Stormwind.","Old Town is where you should go if you want to find rogues. It's in the northeast corner of Stormwind.","7","0","0","0","0","0","0"
"2911","Warriors can usually be found either at the Pig and Whistle Tavern or the Barracks in Old Town. Tell ya though, the tavern is probably a better place look.","Warriors can usually be found either at the Pig and Whistle Tavern or the Barracks in Old Town. Tell ya though, the tavern is probably a better place look.","7","0","0","0","0","0","0"
"2912","Looking for some training, eh? I could train you better then anyone in Stormwind but the guard prohibits it. I guess you will have to settle for one of those has beens hanging out around the Barracks or at the Pig and Whistle Tavern in Old Town.","Looking for some training, eh? I could train you better then anyone in Stormwind but the guard prohibits it. I guess you will have to settle for one of those has beens hanging out around the Barracks or at the Pig and Whistle Tavern in Old Town.","7","0","0","0","0","0","0"
"2913","Check around Old Town at the Barracks or the Pig and Whistle Tavern. If you go to the tavern, be sure to sample some of the fine brews. Puts the dwarven ales to shame, I tell ya.","Check around Old Town at the Barracks or the Pig and Whistle Tavern. If you go to the tavern, be sure to sample some of the fine brews. Puts the dwarven ales to shame, I tell ya.","7","0","0","0","0","0","0"
"2915","Well, you can find Theridan or Maldryn by the moonwell in the Park.  Just head to the western area of Stormwind, north of the Mage District, but west of the Cathedral Square.","Well, you can find Theridan or Maldryn by the moonwell in the Park.  Just head to the western area of Stormwind, north of the Mage District, but west of the Cathedral Square.","7","0","0","0","0","0","0"
"2916","The Park is where you want to go if you are looking for druid trainers. Theridan and Maldryn can usually be found by the moonwell in the center of the district.","The Park is where you want to go if you are looking for druid trainers. Theridan and Maldryn can usually be found by the moonwell in the center of the district.","7","0","0","0","0","0","0"
"2917","A child of nature are we? Then you need look no further then the moonwell in the Park.","A child of nature are we? Then you need look no further then the moonwell in the Park.","7","0","0","0","0","0","0"
"2919","The Cathedral of Light in Cathedral Square is home to the priests of Stormwind. There you will find High Priestess Laurena.","The Cathedral of Light in Cathedral Square is home to the priests of Stormwind. There you will find High Priestess Laurena.","7","0","0","0","0","0","0"
"2920","Laurena is the High Priestess of Stormwind. You can find her in the Catheral of Light in Cathedral Square.","Laurena is the High Priestess of Stormwind. You can find her in the Catheral of Light in Cathedral Square.","7","0","0","0","0","0","0"
"2921","I would suggest looking in the Cathedral of Light in Cathedral Square.","I would suggest looking in the Cathedral of Light in Cathedral Square.","7","0","0","0","0","0","0"
"2923","If you are looking to become a mighty paladin, there is no better teacher then Lord Grayson Shadowbreaker. He can be found in the Cathedral of Light in Cathedral Square.","If you are looking to become a mighty paladin, there is no better teacher then Lord Grayson Shadowbreaker. He can be found in the Cathedral of Light in Cathedral Square.","7","0","0","0","0","0","0"
"2925","Thorfin Stoneshield came to us all the way from Ironforge to bring us his expertise in hunting.  If you don't mind breathing the smoke filled air of the Dwarven District then you'll find him at his house in the northeast area of the district.","Thorfin Stoneshield came to us all the way from Ironforge to bring us his expertise in hunting.  If you don't mind breathing the smoke filled air of the Dwarven District then you'll find him at his house in the northeast area of the district.","7","0","0","0","0","0","0"
"2927","What? I don't know of any warlock trainers in Stormwind. ~~Although... There have been some sightings of demonic activity over by The Slaughtered Lamb in the Mage Quarter. I suppose you could check there.","What? I don't know of any warlock trainers in Stormwind. ~~Although... There have been some sightings of demonic activity over by The Slaughtered Lamb in the Mage Quarter. I suppose you could check there.","7","0","0","0","0","0","0"
"2928","What brings you to this part of the world, $n?","What brings you to this part of the world, $n?","0","6","0","0","0","0","0"
"2930","He grows fatter and more corrupt with each passing day. Ye can smell the stink comin' off o' his body. He be dirty, an' I dun just mean he be needin' a wash.$B$BEnough babblin' from Hulfdan. Where did ye come from and how can me help ye, $c?~","","0","0","0","0","0","0","0"
"2941","Which profession trainer are you looking for?","Which profession trainer are you looking for?","7","0","0","0","0","0","0"
"2953","If you need training in alchemy, there is only one place in Stormwind you need to go... Alchemy Needs. You can find it in the Mage Quarter along the outer rim of shops.","If you need training in alchemy, there is only one place in Stormwind you need to go... Alchemy Needs. You can find it in the Mage Quarter along the outer rim of shops.","7","0","0","0","0","0","0"
"2954","Therum Deepforge is the dwarf you want to talk to. One of the finest blacksmiths around if you ask me. You can find him in the heart of the Dwarven District.","Therum Deepforge is the dwarf you want to talk to. One of the finest blacksmiths around if you ask me. You can find him in the heart of the Dwarven District.","7","0","0","0","0","0","0"
"2955","If you are looking to become a great cook, venture over to the Pig and Whistle Tavern in Old Town and talk to Stephen Ryback. That man knows how to cook up a rack of ribs like no other.~~Man... now you got me hungry for some of his famous ribs. Don't count on him teaching you that recipe though!","If you are looking to become a great cook, venture over to the Pig and Whistle Tavern in Old Town and talk to Stephen Ryback. That man knows how to cook up a rack of ribs like no other.~~Man... now you got me hungry for some of his famous ribs. Don't count on him teaching you that recipe though!","7","0","0","0","0","0","0"
"2956","Stormwind's resident engineer trainer is an ingenious gnome by the name of Lilliam Sparkspindle. He can be found in the back of the Dwarven District.","Stormwind's resident engineer trainer is an ingenious gnome by the name of Lilliam Sparkspindle. He can be found in the back of the Dwarven District.","7","0","0","0","0","0","0"
"2957","The Cathedral of Light is the center of all the healing practices of Stormwind. There you can find Shaina Fuller to help you learn this craft.","The Cathedral of Light is the center of all the healing practices of Stormwind. There you can find Shaina Fuller to help you learn this craft.","7","0","0","0","0","0","0"
"2958","You can find Tannysa standing outside Alchemy Needs in the Mage Quarter.","You can find Tannysa standing outside Alchemy Needs in the Mage Quarter.","7","0","0","0","0","0","0"
"2959","Want to learn leatherworking, eh? Simon Tanner would be able to teach you. He can be found in Old Town at the Protective Hide.","Want to learn leatherworking, eh? Simon Tanner would be able to teach you. He can be found in Old Town at the Protective Hide.","7","0","0","0","0","0","0"
"2961","Gelman Stonehand would be the one to talk to. I think he has a house over in the Dwarven District but I can't remember exactly. I would check over there.","Gelman Stonehand would be the one to talk to. I think he has a house over in the Dwarven District but I can't remember exactly. I would check over there.","7","0","0","0","0","0","0"
"2962","You are gonna want to head over to Old Town and drop by the Protective Hide if you are lookin' to learn skinning.","You are gonna want to head over to Old Town and drop by the Protective Hide if you are lookin' to learn skinning.","7","0","0","0","0","0","0"
"2963","Duncan's Textiles employs one of the finest tailors in Stormwind, Georgio Bolero. Look for the shop over in the Mage Quarter.","Duncan's Textiles employs one of the finest tailors in Stormwind, Georgio Bolero. Look for the shop over in the Mage Quarter.","7","0","0","0","0","0","0"
"2964","Plucky doesn't want Tirth to know he's still in the Shimmering Flats, so he turned himself into a chicken!$B$BIf you find Plucky, beckon him to you.  Maybe he'll come out of hiding.","","0","0","0","0","0","0","0"
"2967","I hope yer ready to work.","","0","0","0","0","0","0","0"
"2968","Welcome to the races!  Enjoy your stay, and don't bet all your money in one place!","Welcome to the races!  Enjoy your stay, and don't bet all your money in one place!","0","0","0","0","0","0","0"
"2969","Hello, $c!  Welcome to the races at the Shimmering Flats!","Hello, $c!  Welcome to the races at the Shimmering Flats!","0","0","0","0","0","0","0"
"2970","Who has the fastest car?  Who knows?!?","Who has the fastest car?  Who knows?!?","0","0","0","0","0","0","0"
"2971","The goblin racer packs a lot of punch, but the gnomes hid a trick or two in their car...","The goblin racer packs a lot of punch, but the gnomes hid a trick or two in their car...","0","0","0","0","0","0","0"
"2974","What do you need directions to?","What do you need directions to?","7","0","0","0","0","0","0"
"2977","Like a cat dragged in from the rain, you scratch and claw, then do it all over again... I'll be back for more...$B$BOh, I didn't see you enter, $n! What can I do for you?","","0","1","0","0","0","0","0"
"3003","If we are to make these new lands ours then we must have places to rest our battle weary bodies. Lay your axe by the fire and share the stories of your mighty battles.","If we are to make these new lands ours then we must have places to rest our battle weary bodies. Lay your axe by the fire and share the stories of your mighty battles.","1","0","0","0","0","0","0"
"3009","Nothing like spending a day down at Crystal Lake fishing. Arnold Leland is the man that taught me. You can usually find him out on the dock in the Canal District just fishing the day away. ~~Oh, and don't believe any of the stories he tells you about monsters in the canals either.","Nothing like spending a day down at Crystal Lake fishing. Arnold Leland is the man that taught me. You can usually find him out on the dock in the Canal District just fishing the day away. ~~Oh, and don't believe any of the stories he tells you about monsters in the canals either.","7","0","0","0","0","0","0"
"3010","Lucan Cordell has a small shop on the canal by the Stockade. I am sure he will be able to teach you the art of enchanting.","Lucan Cordell has a small shop on the canal by the Stockade. I am sure he will be able to teach you the art of enchanting.","7","0","0","0","0","0","0"
"3011","I walk this road alone, seeking ways to defend my honor and rid this land of our enemies.$B$BWhat can I do for you, $n?","","0","0","0","0","0","0","0"
"3014","Yes, I have seen the shaman you seek. Last I saw her, she was to the west of here. She hides in the hills above the Razormane tribe. If you're clever, you'll be able to find a path to her hut in the hills. It is not too far north of here. That path should allow you to find her without fighting through the quilboar.","","0","0","0","0","0","0","0"
"3142","The Order of the Shattered Hand existed before Thrall and shall exist after Thrall. ","","0","0","0","0","0","0","0"
"3144","Zando'zan of the Shattered Hand. How can Zando'zan help you? He can't! He won't!~","","0","0","0","0","0","0","0"
"3146","Are you here for training?  Or are you just here to waste a warrior's time.","Are you here for training?  Or are you just here to waste a warrior's time.","0","0","0","0","0","0","0"
"3148","The machine comes alive at your touch.","","0","0","0","0","0","0","0"
"3161","He'll bring you mead$bHe'll bring you beer$bA grinning face from ear to ear$bHe's served us all from year to year$bWe call him Smiling Jim.","","7","5","11","0","0","0","0"
"3162","This is an exotic sample of flora, unseen in other parts of Teldrassil.","","0","0","0","0","0","0","0"
"3163","This plant stands out among the normal flora of Teldrassil, and emits a strange, purplish glow.","","0","0","0","0","0","0","0"
"3172","Salutations.  My function is to offer access to and, when permissible, insight into information regarding the Creators' synthesis of the Earthen on the world designated as Azeroth.  I am ready to share this information with you now at your leisure.","","0","0","0","0","0","0","0"
"3173","The Earthen are a synthesized race engineered by the Creators, functioning as one of the seed races in the initial population of the world designated as Azeroth.  The Earthen were created to aid the Creators' efforts in shaping the deep regions of this world.$B$BThey are a modification of the standard subterranean being matrix used on other worlds that the Creators have seeded.  The construction of this prototype race created various anomalies that were observed after initial synthesis.","","0","0","0","0","0","0","0"
"3174","It is one of the synthesis matrices the Creators use when seeding a world.  Each synthesis matrix is used to achieve the Creators' goals.  For Azeroth, a subterranean being matrix was modified to create a being with increased durability with an affinity for deep region shaping; the Earthen are the product of this modification.$B$BAfter the Earthen had been put into service for the Creators, unforeseen anomalies were discovered that affected their synthesis matrix due to high-stress environments.","","0","0","0","0","0","0","0"
"3175","Additional background information on the Earthen must be given to you before this question may be answered properly.$B$BProcessing.$B$BTo understand the anomalies of the Earthen, it is first important to understand what the Earthen represent in their design intent.  The Earthen represent the Creators' attempt at improving the survivability paradigm of the standard subterranean being matrix.  This was done by incorporating a resilient foundation of construction inherent to the world into said matrix.","","0","0","0","0","0","0","0"
"3176","It is the baseline material used in race synthesis.  A cross-section of Azeroth's crust was used as the foundation for the Earthen's synthesis rather than the typical biomass construction foundation used by the Creators.$B$BResearch on the world's composition led the Creators to theorize that an enhanced being could be synthesized that would epitomize the resiliency of this world's essence.  This was accomplished by choosing to use a blend of Azeroth's various stone core compounds as the foundation.","","0","0","0","0","0","0","0"
"3177","Simply stated, this is correct.$B$BThe Earthen's physical features are that of a smaller stature humanoid, though their composition is that of Azeroth's various stone core compounds.  Their design maximizes strength and stamina without sacrificing cognitive processing power.  Their skin and musculature are nearly impervious to physical damage, and with very minor modifications the Earthen display a remarkable resiliency to unwanted magical forces.","","0","0","0","0","0","0","0"
"3178","It is integral to the assimilation of this data that it is understood that the Creators wanted to synthesize a race that would long be an integral part of this world's development cycle after they had departed.  This race would be instrumental in fulfilling the Creators' long-term development objectives for Azeroth.  $B$BAs an ancillary note, the nomenclature ""Earthen"" was deemed apropos for the new race by the Creators, based on the Earthen's composition.","","0","0","0","0","0","0","0"
"3179","The Earthen's only anomaly in synthesis is the tendency for matrix destabilization while being utilized in high-stress environments.$B$BAddendum: deep earth sculpting was naturally suited to the new matrix design and thus never met the qualifications of duplicating a high-stress environment.$B$BDestabilization was not discovered until well into the Earthen's primary service cycle for the Creators.  The Creators began work on post-synthesis modification, rather than recall and re-synthesis.","","0","0","0","0","0","0","0"
"3180","[There is a noticeable pause after you ask this question.]$B$BThe information you request is not currently available in this repository's data cycling.  I sincerely apologize for this omission.$B$BPlease request this information after a data cycling update has been performed on this information repository.  You may also request this information from another information repository located on Azeroth.","","0","0","0","0","0","0","0"
"3181","There are two potential results when the Earthen's synthesis matrix destabilizes.  Initiating visual aid representation number one.$B$BThe first variant matrix is a degenerative product of synthesis, hereby designated with the common nomenclature of ""Trogg"".  This variant maintains strength and stamina comparable to the Earthen, but its cognitive processing power has been almost completely compromised.  Force of will and a strong sense of cunning are the only driving factors in the psyche of the trogg.","","0","0","0","0","0","0","0"
"3182","I am unable to process your chronological reference in comparison to the recording of this data, my apologies.$B$BThe trogg retains some composition of Azeroth's various stone core compounds, but the loss of cognitive power makes this variant unacceptable to the Creators.$B$BThe trogg procreates as per a standard biomass.  By default it consumes stone and anything else it can acquire, including other troggs.  Cannibalism is considered unacceptable by the Creators.","","0","0","0","0","0","0","0"
"3183","Initiating visual aid representation number two.$B$BThe second resultant variance of the Earthen matrix retains many desired elements when compared to the standard subterranean matrix.  The common nomenclature for this variant is ""Dwarf"".$B$BThis variant retains strength and stamina inherent to the Earthen.  In some cases, the dwarf even exceeds the cognitive powers of the Earthen's matrix.  The dwarf, however, retains none of the physical composition of Azeroth's various stone core compounds.","","0","0","0","0","0","0","0"
"3184","The data stored in this repository does indeed correlate with your astute proclamation.$B$BThe dwarf maintains an affinity for the stone composition of Azeroth, but due to the high-stress environmental anomaly within the Earthen's synthesis matrix, the dwarf reverts to a default biomass composition as seen in the standard subterranean matrix.$B$BErgo, the dwarf variant does synthesize from the degeneration of the Earthen creation matrix, as you inferred with your query.","","0","0","0","0","0","0","0"
