DisplayID,FileDataID
1150,134719
1151,134298
1155,133740
1159,133476
1160,133476
1161,133476
1165,135145
1166,134955
1168,133639
1170,134442
1183,133639
1184,132759
1185,135006
1190,135144
1193,135139
1196,134185
1197,134229
1198,133345
1199,132624
1200,133070
1201,135145
1203,135276
1206,133040
1207,135276
1208,133888
1209,134336
1215,134787
1216,134133
1217,134106
1218,134118
1219,134304
1220,133476
1221,134063
1225,133721
1227,133725
1229,134583
1231,134076
1232,132490
1235,134068
1236,134068
1238,132490
1240,134400
1241,133476
1243,133038
1244,133628
1245,134298
1246,133738
1248,134065
1249,134776
1251,135279
1257,134514
1260,133622
1262,134134
1263,134085
1264,134188
1270,134377
1272,133694
1273,133728
1274,133731
1275,134743
1277,133637
1280,133631
1281,133635
1282,133640
1283,133629
1285,133644
1286,134367
1288,134799
1290,134341
1291,134776
1294,133707
1295,133848
1297,134058
1301,134939
1302,133628
1307,133938
1310,134170
1312,135435
1313,134185
1317,133743
1319,133728
1322,134269
1323,134939
1324,134939
1325,134939
1328,134754
1329,133693
1330,135006
1342,133040
1345,135139
1347,133950
1353,134585
1356,134581
1357,134582
1361,133888
1364,135230
1371,135139
1373,135143
1374,135139
1376,135144
1378,134707
1379,134708
1382,132392
1383,132392
1384,132395
1386,132392
1387,132392
1389,132392
1390,132392
1391,132392
1392,132392
1393,132394
1395,134431
1399,133280
1401,134231
1402,133040
1404,133276
1405,135231
1407,132943
1409,132392
1415,132393
1416,133724
1421,134366
1423,134339
1424,134321
1428,135277
1432,132715
1436,133040
1437,135146
1438,134343
1439,132393
1440,135129
1441,133476
1442,134185
1443,134059
1445,134173
1451,133750
1455,132394
1458,132392
1461,133041
1464,134187
1465,132394
1466,135278
1467,135141
1469,135143
1471,133633
1474,133752
1475,133476
1477,133040
1478,133040
1480,134708
1481,134710
1482,134798
1483,133951
1485,133218
1487,133942
1489,135144
1490,135574
1491,134170
1494,133072
1495,134353
1496,134296
1498,134295
1499,134294
1500,134413
1501,134415
1503,133720
1504,133884
1507,134437
1511,132624
1512,134582
1513,132392
1515,133718
1516,133718
1517,133041
1542,135274
1544,135274
1546,135274
1547,135274
1550,135274
1552,135640
1553,135276
1556,135274
1560,132393
1563,132395
1566,135275
1588,133741
1590,135274
1591,135274
1592,135274
1593,135274
1594,135637
1595,133040
1596,133040
1597,133040
1598,132395
1599,135145
1600,135145
1601,132395
1602,134709
1605,135637
1606,135637
1607,135274
1609,135276
1610,133040
1611,134374
1612,133476
1613,133038
1621,135276
1625,133641
1627,135274
1628,135276
1632,135276
1638,135278
1639,135277
1642,135275
1643,135145
1644,134952
1645,134297
1646,134184
1648,135144
1649,135006
1652,132392
1653,133476
1655,134058
1656,134776
1657,132938
1658,132543
1659,134132
1661,133040
1663,133217
1664,135637
1673,134955
1680,134955
1682,134707
1684,134955
1685,134955
1695,134336
1699,133345
1701,132938
1704,135274
1705,134950
1706,134950
1708,132943
1709,134514
1710,135581
1712,134708
1714,132392
1716,135145
1722,135276
1724,133718
1725,135272
1726,133040
1727,132624
1728,132939
1730,134321
1733,135128
1754,133215
1755,134955
1757,134955
1758,133039
1759,133718
1760,133476
1762,133969
1766,135274
1767,132395
1768,135145
1769,134297
1771,135139
1772,132395
1773,135276
1774,133476
1776,135126
1779,133476
1780,133476
1782,133040
1783,133476
1784,133476
1787,132760
1795,132938
1796,132938
1797,132760
1805,134712
1813,135614
1815,133628
1816,133581
1817,135005
1818,134581
1819,135006
1822,132624
1839,133476
1841,135145
1845,135641
1853,135274
1859,132624
1861,132539
1863,134581
1865,132381
1882,134581
1883,134581
1911,132539
1926,135145
1927,135145
1928,135274
1929,135274
1930,135274
1931,135274
1932,132395
1936,135640
1938,135613
1942,133476
1943,133476
1946,134719
1947,134797
1948,134797
1949,134719
1950,133476
1953,135610
1954,132395
1955,133041
1956,135275
1963,134582
1965,133345
1966,132537
1967,135006
1975,135006
1978,134582
1980,133345
1981,132537
1990,132760
1995,132760
1997,134431
2006,135610
2010,135139
2011,132394
2012,135464
2015,132941
2018,134582
2019,132715
2022,133974
2024,135006
2025,134181
2027,133588
2038,133476
2047,133476
2048,135271
2050,133343
2052,134955
2053,134070
2054,133581
2056,133040
2057,132939
2058,135145
2059,135274
2060,133476
2061,132392
2065,133476
2073,135276
2074,132490
2075,133216
2080,134951
2082,132760
2083,132538
2094,132539
2100,132760
2101,132939
2104,132760
2105,132541
2106,132760
2107,134354
2109,132538
2110,132538
2111,132539
2118,133344
2149,134949
2157,133040
2158,134955
2159,134955
2161,134950
2162,135464
2163,135005
2164,132940
2166,132543
2176,134706
2177,132539
2178,133345
2181,134950
2183,135005
2185,134581
2186,132940
2188,132539
2191,135005
2193,132940
2195,132539
2198,132543
2201,134581
2202,132940
2204,132543
2208,134955
2209,134955
2210,134955
2211,134955
2212,133718
2213,132940
2215,132624
2217,134583
2218,132535
2219,133344
2220,132938
2221,134787
2222,132624
2228,134583
2229,132535
2230,133344
2231,132938
2247,134939
2249,134325
2250,135006
2257,132624
2265,132624
2267,133344
2268,132535
2269,132624
2270,134583
2272,133344
2274,133344
2279,132490
2299,134581
2300,132940
2301,132543
2304,135005
2305,132543
2307,132940
2308,134581
2311,134581
2312,132539
2314,132940
2317,135005
2318,134581
2319,132539
2322,134956
2324,134956
2325,134956
2326,134956
2329,134949
2331,134949
2333,134950
2334,133940
2335,134949
2337,134952
2338,134184
2339,133939
2341,133345
2342,132541
2345,134713
2348,134715
2350,134712
2351,134732
2354,134798
2355,132541
2357,134754
2358,132939
2359,132939
2360,132939
2361,132939
2362,132939
2363,132760
2364,132490
2365,134582
2366,132542
2367,133345
2368,132939
2370,132760
2371,132490
2372,134582
2373,132542
2374,133345
2375,132939
2376,133969
2378,133281
2380,135276
2381,132395
2382,133476
2383,135274
2385,132395
2387,133476
2388,135145
2389,135274
2392,135276
2393,132395
2394,133476
2395,133040
2397,135139
2398,135274
2399,135276
2400,132392
2401,133040
2402,133040
2404,135139
2405,133040
2406,135276
2407,132395
2409,135610
2410,135616
2412,135611
2413,135612
2414,132382
2415,135274
2416,135276
2418,132384
2420,135145
2421,135275
2422,132394
2423,133041
2424,135144
2427,135278
2428,132394
2429,132395
2430,133041
2431,133041
2433,135144
2434,135275
2436,135278
2437,132394
2438,132395
2439,133476
2440,133041
2442,135144
2451,133344
2452,135144
2453,135271
2456,134948
2457,133693
2460,133725
2461,135493
2462,135530
2463,135612
2464,134941
2466,133041
2467,133040
2469,135145
2470,135005
2471,135005
2472,135005
2473,133972
2474,133974
2475,133639
2480,133849
2481,132941
2482,135138
2485,135005
2486,132543
2489,132940
2490,135005
2492,135005
2493,135006
2494,135005
2496,132539
2498,133693
2499,135005
2500,132543
2503,135005
2504,133694
2505,133693
2506,134325
2507,133693
2509,135140
2510,134743
2511,134713
2514,134732
2515,134799
2516,134095
2517,134437
2526,133072
2528,132767
2529,134231
2530,134238
2533,134743
2535,134184
2539,135037
2551,134230
2552,134955
2553,134955
2554,134955
2555,134955
2556,134955
2557,134957
2558,134957
2559,134957
2560,132537
2561,133345
2563,135039
2564,132760
2565,133345
2567,133345
2569,135038
2571,134939
2575,133345
2577,135005
2578,132939
2580,133345
2582,135038
2583,133345
2584,133636
2585,133634
2586,133638
2588,133641
2589,133636
2591,133630
2592,133632
2593,133645
2594,134952
2595,135641
2596,133849
2598,133723
2599,133970
2600,133725
2603,133970
2604,134184
2605,134059
2608,132938
2609,132940
2610,134581
2612,133282
2615,133435
2616,134937
2617,133074
2618,133942
2621,134400
2622,134231
2623,133343
2624,133278
2626,134944
2627,133708
2628,134582
2629,134581
2632,134955
2633,134955
2634,134939
2635,135274
2637,134437
2638,133849
2641,133944
2644,132760
2645,135006
2651,133040
2652,132395
2656,134582
2657,134412
2658,132490
2659,133343
2660,133938
2661,133888
2663,135005
2665,133072
2666,133344
2667,133438
2669,135641
2670,135037
2671,134955
2672,134951
2673,132715
2675,133345
2676,133476
2677,133748
2680,132940
2682,132543
2683,135276
2684,134708
2686,132939
2687,133040
2688,133218
2689,135493
2690,135491
2691,135495
2692,135490
2693,135638
2694,135641
2696,134298
2698,135637
2699,135641
2701,132392
2702,135274
2703,135641
2704,135641
2705,135637
2706,135637
2707,135641
2708,135641
2709,135639
2710,135637
2711,135641
2712,134298
2713,135641
2714,134298
2715,135641
2717,135641
2719,133723
2720,135641
2724,133941
2725,133941
2726,133941
2727,135640
2728,133941
2730,135641
2731,133941
2732,135274
2733,135128
2735,135641
2736,135637
2737,135640
2738,135641
2740,135641
2742,135641
2743,135638
2744,134174
2746,134249
2747,134249
2753,135641
2755,134943
2757,133740
2758,135276
2760,132381
2761,132392
2762,135637
2763,135641
2764,135637
2765,135641
2767,132392
2768,132395
2769,132395
2770,132395
2771,132395
2772,132395
2773,132395
2774,135641
2775,133040
2776,133040
2777,133040
2778,135139
2779,135146
2780,135274
2781,135274
2782,135276
2783,135276
2786,135493
2787,135493
2788,133939
2789,135491
2790,135491
2791,135610
2792,135612
2793,134187
2794,135490
2796,134065
2797,134721
2798,134298
2800,135277
2805,132392
2806,135275
2807,132394
2809,135639
2810,133041
2814,132394
2815,133040
2818,134582
2819,135641
2820,134376
2821,133476
2822,133040
2823,132392
2824,135494
2825,135615
2826,135492
2827,133040
2829,132624
2830,133071
2831,132535
2832,133476
2833,135275
2834,135278
2836,133718
2837,132395
2839,133038
2840,135138
2841,135145
2842,133344
2843,135143
2844,133438
2845,135639
2846,133277
2848,133476
2849,132490
2851,132760
2852,134437
2853,133730
2854,133345
2857,133751
2859,132940
2860,133849
2861,133476
2862,132395
2864,135276
2865,133476
2866,132395
2867,135276
2868,135128
2873,134719
2874,134304
2880,133344
2881,133344
2882,132624
2885,134437
2890,134355
2891,135277
2892,135617
2893,132393
2894,135639
2895,133588
2897,134583
2898,132624
2900,134366
2902,134939
2903,133972
2904,133972
2916,134955
2917,134708
2919,135490
2920,135610
2922,134583
2923,133041
2924,135639
2925,133694
2928,132535
2930,135639
2934,134948
2935,134335
2936,133070
2943,135145
2945,134166
2947,134799
2948,134183
2949,134583
2950,132535
2951,132938
2952,132937
2953,135033
2955,132940
2956,133719
2958,133849
2960,135039
2961,133848
2962,132624
2963,134743
2964,135005
2965,134186
2966,132624
2967,132624
2968,132736
2969,134583
2970,132490
2971,132535
2972,133344
2973,132938
2974,132736
2975,132490
2976,134583
2977,132535
2978,133344
2979,132938
2980,133344
2981,132939
2982,132624
2984,132535
2985,132490
2986,132535
2987,133344
2988,132938
2989,134583
2990,132541
2991,132937
2992,133345
2993,132535
2995,133074
2998,133942
3004,133884
3005,134354
3006,135641
3007,132938
3009,133438
3011,133282
3012,134335
3013,134059
3014,134336
3018,133461
3019,133459
3020,133471
3021,133471
3022,133471
3023,133468
3024,133464
3026,133439
3027,133460
3028,133459
3029,133469
3030,133462
3031,133461
3032,133460
3033,133466
3034,133460
3035,133461
3036,132541
3037,135637
3039,135006
3040,132760
3041,133344
3042,132760
3043,134583
3044,133070
3046,134581
3047,133693
3048,133458
3049,135005
3050,134582
3051,132543
3052,132939
3053,135005
3054,134582
3055,132543
3056,132939
3057,132624
3058,134583
3059,132535
3060,132939
3062,134582
3063,132939
3064,135005
3065,134582
3066,132543
3067,132939
3068,132624
3069,134583
3070,132535
3071,132939
3074,134582
3075,132939
3077,132760
3078,134582
3080,132537
3081,132939
3082,132624
3083,134583
3084,132535
3085,132939
3086,133071
3087,134442
3090,135271
3091,132484
3092,135273
3093,133471
3097,135581
3098,133040
3099,133040
3100,132760
3101,132395
3102,134085
3107,133750
3108,134229
3109,134333
3110,133434
3113,134378
3114,133734
3116,134514
3117,135278
3118,134238
3119,135036
3120,135006
3121,132490
3124,134304
3126,134321
3127,134321
3128,133076
3129,132392
3130,133476
3131,135228
3135,133072
3136,133434
3137,135036
3138,132490
3140,134941
3141,134941
3142,132393
3143,132939
3144,135129
3145,132392
3146,134294
3147,135275
3148,135279
3149,134437
3151,133041
3152,134717
3153,133344
3154,133733
3155,132392
3160,135464
3161,134712
3162,133436
3163,134412
3164,134367
3167,133072
3168,133476
3169,135039
3170,132392
3171,133072
3172,132543
3173,134581
3174,135495
3175,135637
3177,133884
3178,135279
3179,134582
3180,133041
3181,135139
3184,135489
3185,135500
3186,135500
3187,135491
3188,135614
3189,135613
3190,135610
3191,133476
3192,132624
3193,134583
3194,132535
3195,132939
3196,133071
3197,132624
3198,132535
3199,132939
3200,132760
3201,134582
3202,132939
3203,132537
3204,132715
3205,134582
3206,132939
3208,132542
3210,134582
3212,132939
3213,135274
3214,133072
3215,134442
3217,134582
3218,132939
3222,132767
3224,135490
3225,133981
3226,133941
3227,132394
3228,135275
3229,134948
3231,134334
3232,132393
3233,133719
3234,135275
3237,133627
3243,132395
3244,132490
3245,132490
3246,132490
3247,132490
3248,134582
3249,133345
3250,132539
3251,132490
3252,132490
3253,133345
3254,132490
3255,132490
3256,132490
3257,134064
3258,134063
3260,134581
3261,132535
3262,132490
3264,132490
3265,135005
3267,135005
3268,134582
3269,132535
3271,135005
3272,133040
3273,134087
3274,135641
3275,135641
3276,135641
3277,135005
3278,135005
3279,132539
3280,132939
3281,132392
3282,132392
3283,132395
3284,132392
3285,132394
3288,133980
3289,135005
3290,135005
3291,135005
3292,134581
3293,132624
3297,132392
3299,132939
3302,133345
3304,134956
3306,135277
3307,134294
3308,134339
3309,132535
3311,133344
3312,132939
3315,132624
3316,135040
3317,134321
3318,133970
3320,134338
3323,134065
3325,134437
3326,133725
3327,134135
3329,133974
3331,134938
3332,133345
3334,132535
3335,132490
3337,133628
3341,134342
3342,134333
3343,135036
3344,134089
3346,134132
3347,134303
3352,133970
3355,134325
3356,133072
3357,134297
3358,132490
3360,135637
3361,135138
3362,135637
3363,135639
3364,135276
3365,132395
3366,133476
3367,132395
3369,133040
3370,133040
3371,132395
3372,135276
3373,135276
3374,133040
3375,132395
3376,133344
3377,133344
3378,133476
3379,133344
3380,135276
3381,133344
3382,133344
3383,133041
3384,135276
3385,132395
3386,133345
3387,133345
3388,133345
3389,133345
3390,132715
3392,132490
3393,132539
3394,132490
3395,132535
3396,135040
3397,133973
3398,132392
3400,133476
3401,133345
3403,135637
3404,135038
3405,135145
3406,133343
3407,132490
3408,133343
3409,134583
3410,133622
3411,133458
3413,132736
3414,134584
3415,132535
3416,132938
3417,135033
3418,132490
3421,133215
3422,134338
3423,132490
3424,135006
3425,135006
3426,133735
3427,134186
3428,134431
3429,133722
3431,133718
3432,134582
3433,133694
3434,135274
3436,132381
3437,135641
3438,132381
3439,133476
3441,134583
3442,134706
3443,132539
3444,132940
3445,134955
3446,135139
3447,135274
3448,132381
3450,132624
3451,134583
3452,132939
3453,133345
3454,132535
3455,132543
3456,132939
3457,132939
3458,132939
3459,135006
3460,135005
3461,134582
3462,132939
3463,132392
3464,133476
3465,134298
3466,132535
3467,132535
3468,133345
3469,132939
3470,134583
3471,132624
3472,132939
3473,132535
3474,132939
3475,135005
3476,134582
3477,132939
3478,132543
3479,135006
3480,134582
3481,132939
3482,133344
3483,132543
3484,132939
3485,132939
3486,134173
3487,133640
3488,134075
3489,134076
3490,134074
3491,134105
3492,134106
3493,134105
3494,134086
3495,135274
3496,132490
3497,132539
3498,133476
3499,133476
3500,132940
3501,135040
3502,133041
3503,135146
3505,132624
3506,132535
3507,132535
3508,134583
3509,135145
3510,132624
3511,132535
3512,135638
3513,135638
3514,135641
3515,132939
3516,132535
3517,133345
3518,132939
3519,134583
3520,132624
3521,135006
3522,135006
3523,132939
3524,132939
3525,132543
3526,135005
3527,134582
3528,132939
3529,132624
3530,134583
3531,132939
3532,133345
3533,132535
3534,135006
3535,135006
3536,134582
3537,132939
3538,133344
3539,132543
3540,132624
3541,134583
3542,132535
3543,135231
3544,134336
3545,132938
3546,132938
3549,132539
3550,135637
3552,135005
3553,132490
3555,132539
3560,133072
3561,133942
3562,135005
3563,134305
3564,132535
3565,133624
3566,133718
3567,133942
3568,133642
3569,134412
3570,134181
3571,134183
3572,134173
3573,133718
3574,133476
3575,133942
3576,132490
3577,135274
3578,133345
3579,135274
3580,133942
3581,133942
3582,132490
3584,133345
3585,132490
3587,134581
3588,134585
3589,133072
3590,135278
3591,134359
3592,134360
3593,134359
3594,134363
3595,134369
3596,134295
3597,132603
3598,132601
3600,132600
3601,132600
3602,132603
3603,132600
3604,132603
3605,132601
3606,132605
3607,132603
3609,132600
3610,132605
3611,132603
3612,132600
3613,132603
3614,132601
3615,132605
3616,132601
3617,132603
3618,132603
3619,132600
3620,132606
3621,132602
3622,132606
3623,132606
3624,132602
3626,132606
3627,132602
3628,132604
3629,132602
3630,132604
3631,132604
3632,132604
3633,132604
3634,132606
3635,132602
3636,132604
3637,132606
3638,132602
3639,133072
3640,132610
3641,132609
3642,132611
3643,132610
3644,132610
3645,132610
3646,132609
3647,132609
3648,132611
3649,132611
3651,132612
3652,132607
3653,132607
3654,132607
3655,132601
3656,132604
3657,132606
3658,132606
3659,132607
3660,132606
3661,132606
3663,134718
3664,134721
3665,134716
3666,133343
3667,134334
3668,134303
3669,134414
3670,133725
3671,133723
3672,133722
3673,134325
3674,135639
3676,133476
3677,135145
3678,135277
3679,133436
3680,133436
3681,133939
3682,133939
3683,133939
3684,133436
3685,135005
3686,135005
3688,133072
3689,135005
3690,132602
3692,133476
3693,132606
3695,133751
3696,132490
3697,133039
3698,135615
3699,135614
3700,132760
3701,133638
3702,132395
3703,132395
3704,132607
3705,132490
3706,135274
3707,135274
3708,132607
3709,132539
3710,132539
3711,132539
3712,132537
3713,132541
3714,132539
3715,132538
3716,132490
3718,132392
3719,132760
3720,135641
3721,135139
3722,135139
3723,132535
3724,132604
3725,134950
3726,134799
3727,135138
3728,132539
3729,135274
3730,133075
3731,134581
3732,132938
3733,132938
3735,135274
3736,135464
3737,135463
3738,132537
3739,132606
3740,132606
3741,135275
3742,135138
3744,133587
3745,134237
3746,133476
3747,135040
3748,132939
3749,132543
3750,132539
3751,132939
3752,132539
3753,132539
3754,132543
3755,132539
3757,132539
3758,135277
3759,134342
3760,132624
3761,133071
3762,133071
3763,133476
3764,135279
3765,135638
3766,132535
3767,132606
3768,133039
3771,132939
3772,132535
3773,132939
3775,135274
3777,132395
3778,132395
3779,133476
3780,133041
3781,135274
3782,133437
3784,135489
3785,133072
3787,135274
3788,134799
3791,132392
3792,132392
3793,135274
3794,135274
3795,135139
3796,132392
3797,132395
3798,134064
3800,134412
3801,133849
3802,134717
3803,134940
3804,134940
3805,135144
3806,132939
3807,135139
3808,133438
3809,135229
3810,132381
3811,132381
3812,132381
3814,132381
3815,135229
3816,135229
3817,132381
3818,133072
3819,132715
3820,132715
3821,132715
3822,132603
3823,132542
3824,132939
3825,134582
3826,134582
3827,132542
3828,132939
3829,132603
3830,133072
3831,132715
3832,132715
3833,134582
3834,134582
3835,132542
3836,132542
3837,134582
3838,132715
3839,132939
3840,132939
3841,132603
3842,132603
3843,132715
3844,134582
3845,132939
3846,132939
3847,132939
3848,132939
3850,132941
3851,132939
3852,132537
3853,132768
3854,135138
3855,135274
3856,133750
3857,134414
3860,135274
3862,133072
3863,135144
3864,132483
3865,132483
3867,133070
3868,132767
3869,133074
3871,135036
3872,132490
3873,135274
3874,133218
3875,132939
3877,133072
3878,133476
3879,133040
3881,135126
3882,134582
3884,135126
3885,134235
3886,135638
3887,135006
3888,135006
3889,132395
3890,132490
3891,132612
3892,132612
3893,132612
3894,132490
3895,132610
3896,132612
3897,132612
3898,132610
3899,132609
3900,135005
3901,133472
3903,135006
3904,135005
3905,135006
3906,135006
3907,135005
3908,135005
3909,132395
3910,135574
3911,135641
3912,135279
3913,132943
3914,134170
3915,133721
3916,134296
3917,133730
3918,134166
3920,134159
3921,134412
3922,133038
3923,133281
3924,134299
3925,135637
3926,134400
3927,133731
3928,132393
3929,132609
3930,134170
3931,134955
3932,134955
3933,134949
3934,134949
3935,135142
3936,135142
3937,134338
3939,134431
3940,133040
3942,135641
3943,133040
3944,133040
3947,135142
3948,133041
3949,135145
3950,134708
3951,133277
3952,135229
3953,135279
3954,132392
3955,134707
3957,135276
3958,132939
3959,135124
3960,133072
3961,133072
3962,133071
3963,133071
3964,132395
3965,132938
3966,133748
3968,133952
3969,135276
3970,133730
3971,132381
3972,132535
3973,132767
3976,132381
3978,132938
3979,132938
3980,132939
3981,132943
3982,132939
3983,132939
3984,132939
3985,132939
3986,132943
3987,132938
3988,135271
3989,132939
3990,132939
3991,132939
3992,132939
3993,132937
3994,132939
3995,132939
3996,132941
3997,132939
3998,132939
3999,132940
4000,132940
4001,132939
4002,132939
4003,132939
4004,134085
4005,134084
4006,134128
4007,132535
4008,132535
4009,132543
4010,132543
4011,132537
4012,132541
4013,132541
4014,132537
4016,132539
4017,132543
4018,132537
4019,132541
4020,132542
4021,132537
4022,132542
4023,132543
4024,132539
4025,132543
4026,132537
4027,132541
4028,132535
4029,132535
4030,132535
4031,132535
4032,132535
4033,132535
4034,132535
4036,135126
4037,135276
4038,134718
4039,134718
4040,134718
4041,134718
4042,134718
4043,134718
4044,133472
4045,134339
4047,135463
4048,134087
4049,133736
4050,134414
4051,132612
4052,134086
4053,133639
4054,132484
4055,134366
4056,133643
4057,133722
4058,133969
4063,132610
4065,132610
4068,132610
4076,132609
4078,132939
4080,132939
4081,133974
4082,133748
4083,132609
4084,133072
4085,132624
4089,135143
4090,135279
4091,132542
4092,135489
4093,134955
4094,132609
4095,132609
4096,134937
4097,133434
4098,132537
4099,132490
4100,132715
4101,135005
4102,132490
4103,132939
4104,132394
4105,134754
4106,134743
4107,134948
4108,134956
4109,135034
4110,134944
4111,134720
4112,133971
4113,133969
4115,133970
4116,135274
4117,135146
4118,133476
4119,135641
4120,135490
4121,135276
4122,133040
4123,132395
4125,132542
4126,135274
4127,134416
4128,134937
4129,135276
4130,134950
4132,135276
4133,134743
4134,134765
4135,134717
4136,134714
4137,134712
4138,134776
4139,132939
4140,135463
4141,135464
4143,132543
4144,132606
4145,133071
4146,135040
4147,135040
4148,134585
4149,134583
4150,132624
4151,132624
4152,132535
4153,132535
4154,135640
4155,135274
4156,135276
4157,135276
4158,133041
4159,133041
4160,135276
4161,135276
4162,135276
4163,135276
4164,132394
4165,132394
4166,134059
4167,133720
4168,132940
4169,134117
4171,134095
4172,133072
4173,133071
4174,133072
4175,133071
4176,133072
4177,133071
4178,133071
4179,133072
4180,133071
4181,132392
4184,132392
4185,135126
4187,135638
4188,135640
4189,135638
4196,135641
4203,134298
4205,135638
4206,135638
4209,135641
4212,135128
4213,135641
4215,135637
4216,135637
4218,135637
4219,135637
4220,135641
4221,135637
4224,135637
4225,135637
4226,135641
4228,135641
4230,135638
4231,135641
4232,134298
4233,132383
4234,132940
4235,134374
4236,135639
4237,135641
4238,135641
4239,133040
4240,133723
4241,135641
4242,132940
4243,135637
4244,135641
4245,135639
4246,135639
4247,135641
4248,135637
4249,133980
4250,132535
4251,135040
4252,135040
4253,133736
4254,134732
4255,132939
4256,133072
4257,134582
4258,133723
4259,132606
4260,135274
4261,135139
4262,133730
4263,134582
4264,132939
4265,134582
4266,132938
4267,132535
4268,132539
4269,133075
4270,135005
4271,132602
4272,132539
4273,134132
4274,134138
4275,132604
4277,134132
4278,134341
4279,134269
4280,133789
4281,132608
4282,133476
4283,134441
4284,133344
4285,133945
4286,134138
4287,134237
4288,133888
4289,135131
4290,135574
4291,135574
4292,135005
4293,134581
4294,132939
4295,132612
4296,132539
4297,132490
4298,135005
4299,135005
4300,132490
4301,132539
4302,132612
4303,132939
4304,134581
4305,135005
4306,132490
4307,132539
4308,132612
4309,132939
4310,134581
4311,132760
4312,134706
4313,132607
4314,132537
4315,132490
4316,132537
4317,132607
4318,132939
4319,134706
4320,132760
4321,132537
4322,132607
4323,134706
4324,135039
4325,132760
4326,134950
4327,134955
4328,134955
4329,132490
4330,132535
4331,132602
4332,132938
4333,134583
4334,132624
4335,132490
4336,132535
4337,132602
4338,132938
4339,134583
4340,132624
4341,132624
4342,132490
4343,132535
4344,132602
4345,132938
4346,134583
4347,135274
4348,135276
4349,132392
4350,132395
4351,133476
4352,133040
4353,135146
4354,135490
4355,135274
4356,135637
4357,134116
4358,134229
4359,133438
4360,133435
4361,134249
4362,134432
4363,133039
4365,134582
4366,132606
4367,134582
4369,133072
4370,132939
4371,132939
4372,133072
4373,133072
4374,132939
4375,132939
4376,132606
4377,134582
4378,132608
4379,134582
4380,132543
4381,133071
4382,132602
4383,132602
4384,132606
4385,132541
4386,133071
4387,132537
4388,134582
4389,132541
4390,132760
4391,132759
4392,132760
4393,132601
4394,132760
4395,134582
4396,134582
4397,132604
4398,134582
4399,132939
4400,134955
4401,134950
4402,134951
4403,134956
4404,134951
4405,134948
4406,134948
4407,132624
4408,132938
4409,132939
4410,132535
4411,132535
4412,132624
4413,132939
4414,132535
4415,133071
4416,134583
4417,133071
4418,134583
4419,134583
4420,133071
4421,132624
4422,132938
4423,133476
4424,135637
4425,135277
4426,135498
4427,135614
4428,132393
4429,132395
4430,133476
4431,135639
4432,135141
4433,134303
4434,134415
4435,133469
4436,134360
4437,134237
4438,132938
4439,134582
4440,132541
4441,135494
4442,135614
4443,135637
4444,132490
4445,132490
4446,133694
4447,132490
4448,132606
4449,132541
4450,132490
4451,132760
4454,133476
4455,135038
4456,133072
4457,134333
4458,134952
4459,134377
4460,132490
4461,132608
4462,132609
4463,132537
4464,133345
4465,132624
4466,132539
4467,132624
4468,133071
4469,134706
4470,132939
4471,132604
4472,132537
4473,132490
4474,132760
4475,134582
4476,132939
4477,133072
4478,132607
4479,132539
4481,134582
4482,135006
4483,135036
4484,132541
4485,132941
4486,135039
4487,132543
4488,135036
4489,135006
4490,134582
4491,135039
4492,132760
4493,132539
4494,132607
4495,132939
