ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder
45935,8,11051,132952,0
45936,5,9187,134589,0
45937,3,12426,132662,0
45938,11,5197,133482,0
45939,11,453,135421,0
45940,11,1546,135274,0
45941,11,19247,132392,0
45942,11,20087,135277,0
45943,11,18437,135159,0
45944,11,1595,133046,0
45945,11,5542,135473,0
45946,11,1115,133485,0
45947,5,2201,134581,0
45948,11,5540,135143,0
45949,11,5638,135129,0
45950,11,20442,135139,0
45951,11,20074,135276,0
45952,11,1547,135274,0
45953,11,19525,133046,0
45954,11,19613,133052,0
45955,11,8501,135424,0
45956,4,4473,132513,0
45957,6,4472,132540,0
45958,7,4471,132604,0
45959,9,23058,133766,0
45960,8,4470,132952,0
45961,5,4469,134586,0
45962,3,5558,135009,0
45963,6,6019,132543,0
45964,8,9791,132952,0
45965,5,8265,134591,0
45966,3,5861,135010,0
45967,5,16733,134585,0
45968,13,25943,134949,0
45969,11,8570,133048,0
45970,1,8019,135038,0
45971,6,2229,132535,0
45972,8,2231,132938,0
45973,11,8457,132415,0
45974,11,22214,135562,0
45975,11,19683,133476,0
45976,11,3272,133053,0
45977,11,19136,135421,0
45978,11,20109,135356,0
45979,11,19375,135424,0
45980,11,6475,135651,0
45981,11,20154,135325,0
45982,11,20402,135145,0
45983,8,16710,132940,0
45984,11,9381,133057,0
45985,11,25595,132404,0
45986,11,20089,135311,0
45987,11,9117,133045,0
45988,11,9122,135466,0
45989,11,7464,135127,0
45990,3,8267,135006,0
45991,3,3082,132624,0
45992,3,4597,132723,0
45993,11,5165,135325,0
45994,6,16553,132539,0
45995,9,23094,133754,0
45996,8,2193,132952,0
45997,5,14309,134591,0
45998,3,14013,135020,0
45999,4,16947,132515,0
46000,6,14846,132539,0
46001,7,17024,132606,0
46002,9,23008,133760,0
46003,8,17077,132952,0
46004,5,16658,134588,0
46005,3,14978,135009,0
46006,11,19775,133052,0
46007,11,20173,135274,0
46008,11,19226,135423,0
46009,11,20092,135276,0
46010,11,19533,133053,0
46011,11,20421,135146,0
46012,11,8486,135419,0
46013,11,19306,132409,0
46014,11,22239,135128,0
46015,11,5534,133489,0
46016,11,20395,135154,0
46017,13,21551,135940,0
46018,13,18456,134955,0
46019,6,16856,132579,0
46020,3,10895,132654,0
46021,11,20078,135326,0
46022,11,2807,132397,0
46023,11,20188,135323,0
46024,11,20272,136163,0
46025,11,19743,133729,0
46026,11,28470,135140,0
46027,0,15305,133071,0
46028,11,26586,135356,0
46029,11,3889,132395,0
46030,11,3797,132409,0
46031,8,1795,132938,0
46032,11,18289,135165,0
46033,3,2898,132628,0
46034,6,11269,132535,0
46035,11,2382,133476,0
46036,11,19304,132408,0
46037,3,16667,132658,0
46038,5,3826,134586,0
46039,11,21460,135162,0
46040,11,8581,133046,0
46041,11,15467,133041,0
46042,11,5289,135125,0
46043,11,5166,135327,0
46044,11,19997,135323,0
46045,4,3254,132495,0
46046,6,233,132535,0
46047,7,2219,132602,0
46048,9,15272,133760,0
46049,8,976,132938,0
46050,5,687,134583,0
46051,3,977,132624,0
46052,9,15065,133765,0
46053,1,6914,135038,0
46054,9,15074,133764,0
46055,9,15181,133768,0
46056,6,7578,132543,0
46057,9,23095,133767,0
46058,8,2213,132952,0
46059,5,1818,134589,0
46060,1,16786,135040,0
46061,3,1817,135025,0
46062,6,3757,132539,0
46063,9,23093,133768,0
46064,8,2300,132952,0
46065,5,2299,134591,0
46066,1,9999,135040,0
46067,3,5783,135023,0
46068,6,15450,132579,0
46069,9,23102,133766,0
46070,8,3052,132952,0
46071,5,2629,134582,0
46072,1,5094,135040,0
46073,3,5729,135031,0
46074,4,2849,132512,0
46075,6,2560,132592,0
46076,7,2561,132607,0
46077,9,23032,133762,0
46078,8,972,132939,0
46079,5,704,134706,0
46080,3,14197,132760,0
46081,4,3358,132513,0
46082,6,3715,132540,0
46083,7,17015,132601,0
46084,8,17066,132952,0
46085,5,5605,134589,0
46086,1,12916,135039,0
46087,3,2082,132724,0
46088,4,4590,132513,0
46089,6,945,132543,0
46090,7,2118,132600,0
46091,9,23006,133758,0
46092,8,3992,132952,0
46093,5,683,134589,0
46094,1,14205,135039,0
46095,3,13181,132725,0
46096,11,20037,135276,0
46097,11,19245,135423,0
46098,11,20413,135145,0
46099,11,19534,133053,0
46100,11,1556,135274,0
46101,11,20183,135276,0
46102,11,19535,133052,0
46103,11,1766,135274,0
46104,11,20385,135145,0
46105,11,6794,133485,0
46106,11,19292,132409,0
46107,11,19784,133046,0
46108,11,8587,133046,0
46109,11,19369,132414,0
46110,11,15591,135325,0
46111,11,4129,135276,0
46112,11,20361,135145,0
46113,5,16844,134586,0
46114,4,7746,132493,0
46115,7,10016,132603,0
46116,4,3247,132515,0
46117,7,2178,132601,0
46118,4,3253,132512,0
46119,7,3704,132607,0
46120,7,13617,132606,0
46121,4,14853,132495,0
46122,7,11582,132603,0
46123,7,2980,132606,0
46124,11,1593,135274,0
46125,11,7485,135325,0
46126,11,1596,133040,0
46127,11,1597,133040,0
46128,11,2701,132392,0
46129,11,1201,135145,0
46130,11,3297,132392,0
46131,11,7494,134520,0
46132,11,1839,133476,0
46133,11,2698,135651,0
46134,11,2781,135340,0
46135,11,5218,133481,0
46136,11,19276,132402,0
46137,11,20415,135155,0
46138,5,8420,134582,0
46139,9,23067,133763,0
46140,11,20418,135150,0
46141,5,4312,134582,0
46142,11,20471,135660,0
46143,11,20399,135641,0
46144,11,5040,135325,0
46145,11,8565,133052,0
46146,8,14843,132938,0
46147,8,4255,132955,0
46148,11,8279,135325,0
46149,6,3334,132535,0
46150,13,1684,134955,0
46151,11,1515,133718,0
46152,13,1685,134955,0
46153,8,3846,132939,0
46154,7,16901,132606,0
46155,11,20179,135326,0
46156,11,8590,133053,0
46157,8,12813,132938,0
46158,13,3127,134948,0
46159,3,2982,132741,0
46160,11,20191,135272,0
46161,11,1627,135274,0
46162,13,1706,134950,0
46163,11,20638,135313,0
46164,8,15497,132956,0
46165,11,5533,133481,0
46166,15,21609,133731,0
46167,11,19127,132407,0
46168,3,16670,132663,0
46169,11,20356,135155,0
46170,11,20251,135278,0
46171,11,20120,135325,0
46172,11,20373,135163,0
46173,11,5176,135313,0
46174,11,19255,132408,0
46175,7,1965,132602,0
46176,11,20088,135317,0
46177,13,18650,134321,0
46178,11,1733,135130,0
46179,11,22096,135353,0
46180,11,22115,132394,0
46181,11,8593,133046,0
46182,11,22119,133052,0
46183,11,19281,132417,0
46184,11,22145,135147,0
46185,7,11905,132609,0
46186,6,8354,132542,0
46187,3,10720,132645,0
46188,11,5161,135321,0
46189,8,17054,132939,0
46190,6,11447,132535,0
46191,13,18399,134962,0
46192,3,1330,132722,0
46193,11,20379,135147,0
46194,11,19220,132397,0
46195,11,1386,135419,0
46196,11,1758,133057,0
46197,13,1755,134955,0
46198,13,1757,134955,0
46199,11,8478,132410,0
46200,11,20175,135274,0
46201,11,19532,133053,0
46202,9,22991,133756,0
46203,11,19650,133052,0
46204,11,20212,135357,0
46205,11,19203,132402,0
46206,11,20431,135152,0
46207,3,16868,132760,0
46208,11,20363,135141,0
46209,11,19134,132395,0
46210,11,20168,135324,0
46211,11,28578,135468,0
46212,11,20157,135321,0
46213,11,19637,133048,0
46214,11,19400,132402,0
46215,11,20152,135311,0
46216,3,2250,132760,0
46217,11,6455,133723,0
46218,11,20407,135637,0
46219,11,2704,135641,0
46220,12,28718,135617,0
46221,12,28636,135618,0
46222,12,8095,135615,0
46224,2,10005,135018,0
46225,3,1967,132760,0
46226,3,8845,132663,0
46227,3,13929,132725,0
46228,3,8862,132674,0
46229,6,16045,132543,0
46230,8,11981,132952,0
46231,5,8969,134582,0
46232,3,16575,135029,0
46233,4,4102,132515,0
46234,6,5598,132540,0
46235,7,11414,132611,0
46236,8,8449,132952,0
46237,5,7834,134590,0
46238,3,8417,135010,0
46239,13,18662,134955,0
46240,11,22075,135274,0
46241,11,20438,135139,0
46242,11,19204,132410,0
46243,11,2705,135637,0
46244,11,2717,135641,0
46245,11,22135,135650,0
46246,11,2706,135637,0
46247,3,989,132724,0
46248,4,4592,132513,0
46249,6,2355,132541,0
46250,7,2992,132603,0
46251,8,2358,132955,0
46252,5,691,134589,0
46253,11,4788,135325,0
46254,4,2985,132493,0
46255,6,2986,132535,0
46256,7,2987,132602,0
46257,8,2988,132938,0
46258,5,2989,134583,0
46259,6,5459,132543,0
46260,8,2609,132957,0
46261,5,2610,134587,0
46262,3,2645,135006,0
46263,11,20291,135302,0
46264,11,20312,135311,0
46265,5,685,134583,0
46266,8,3990,132955,0
46267,6,11470,132537,0
46268,11,2707,135641,0
46269,4,6055,132495,0
46270,11,8534,135424,0
46271,11,1926,135145,0
46272,11,1927,135145,0
46273,11,1928,135271,0
46274,11,1929,135274,0
46275,11,1930,135277,0
46276,11,3092,135273,0
46277,11,1022,133041,0
46278,11,7427,132392,0
46279,11,1938,135613,0
46280,11,3940,133043,0
46281,11,2738,135641,0
46282,11,7462,133974,0
46283,11,7443,133964,0
46284,11,4843,134714,0
46285,11,6535,134719,0
46286,11,6532,134717,0
46287,11,6534,134719,0
46288,11,7463,133974,0
46289,11,3375,132417,0
46290,11,20038,135321,0
46291,11,20153,135351,0
46292,11,22137,135640,0
46293,11,22142,135302,0
46294,11,22139,135342,0
46295,13,2552,134955,0
46296,13,18656,134955,0
46297,13,2553,134955,0
46298,13,17884,134955,0
46299,13,18670,134955,0
46300,13,18486,134955,0
46301,13,18665,134949,0
46302,11,20451,135641,0
46303,13,18485,134955,0
46304,13,18729,134949,0
46305,13,18484,134955,0
46306,11,20470,135650,0
46307,11,20372,135468,0
46308,11,22219,135562,0
46309,8,3985,132939,0
46310,3,16671,132666,0
46311,6,4272,132539,0
46312,5,8152,134592,0
46313,3,4270,135020,0
46314,11,20598,135651,0
46315,11,20345,135638,0
46316,5,2628,134582,0
46317,5,8953,134588,0
46318,9,23021,133753,0
46319,9,15042,133756,0
46320,11,19729,133489,0
46321,11,3447,135316,0
46322,0,15506,133073,0
46323,2,1184,132759,0
46324,11,8687,133041,0
46325,11,5221,133729,0
46326,11,4995,135148,0
46327,11,19623,133053,0
46328,11,8470,132408,0
46329,11,5170,135321,0
46330,1,8807,135039,0
46331,11,8472,132410,0
46332,11,20341,135644,0
46333,11,20213,135357,0
46334,11,20346,135168,0
46335,3,16114,132626,0
46336,6,13318,132543,0
46337,5,3173,134581,0
46338,1,3169,135049,0
46339,11,20370,135143,0
46340,11,20211,135357,0
46341,4,10616,132494,0
46342,11,19305,132406,0
46343,3,12217,132677,0
46344,11,19389,132393,0
46345,3,9502,132724,0
46346,6,2083,132538,0
46347,6,9512,132540,0
46348,9,23028,133762,0
46349,6,5853,132539,0
46350,9,23010,133150,0
46351,3,6026,132760,0
46352,8,5406,132939,0
46353,3,5655,132725,0
46354,6,4956,132539,0
46355,3,9521,132718,0
46356,7,11760,132611,0
46357,7,17023,132606,0
46358,11,2776,133052,0
46359,13,18730,134955,0
46360,3,9171,135011,0
46361,5,14159,134586,0
46362,6,7949,132543,0
46363,8,13503,132957,0
46364,3,16871,132719,0
46365,4,16187,132492,0
46366,5,18452,134706,0
46367,6,16387,132592,0
46368,7,16371,132601,0
46369,8,16388,132952,0
46370,13,18672,134950,0
46371,3,954,132624,0
46372,6,3533,132535,0
46373,7,2230,132604,0
46374,3,1511,132624,0
46375,8,2220,132938,0
46376,3,2968,132747,0
46377,5,2969,134583,0
46378,4,2970,132492,0
46379,6,4028,132535,0
46380,7,2972,132606,0
46381,8,3979,132938,0
46382,3,2974,132748,0
46383,4,2975,132492,0
46384,5,2976,134583,0
46385,6,2977,132535,0
46386,7,2978,132602,0
46387,8,3978,132938,0
46388,3,2663,135018,0
46389,5,1863,134590,0
46390,6,1861,132539,0
46391,8,3212,132952,0
46392,3,16769,135021,0
46393,5,7592,134588,0
46394,6,8418,132539,0
46395,8,10376,132952,0
46396,13,18749,134949,0
46397,13,18733,134952,0
46398,13,18732,134949,0
46399,13,18772,134952,0
46400,3,70729,132725,0
46401,4,8396,132492,0
46402,5,8416,134586,0
46403,6,8369,132542,0
46404,7,10464,132601,0
46405,8,11554,132959,0
46406,3,8331,132646,0
46407,4,7748,132505,0
46408,5,5680,134589,0
46409,6,14295,132542,0
46410,7,13015,132602,0
46411,8,1657,132939,0
46412,11,8512,132402,0
46413,11,19601,133481,0
46414,11,22112,132401,0
46415,11,12992,135434,0
46416,11,22121,133053,0
46417,11,22136,135641,0
46418,11,1768,135145,0
46419,12,8104,135493,0
46420,12,20723,135490,0
46421,12,20722,135499,0
46422,12,20714,135489,0
46423,12,2409,135610,0
46424,12,1136,135611,0
46425,12,20728,135613,0
46426,14,2414,132382,0
46427,14,2418,132384,0
46428,11,12284,135275,0
46429,11,22084,135327,0
46430,11,7590,135419,0
46431,11,22216,135576,0
46432,11,6795,133486,0
46433,11,22133,133040,0
46434,11,22141,135651,0
46435,11,22150,135469,0
46436,11,22098,135313,0
46437,11,22105,132392,0
46438,11,22111,135424,0
46439,11,22120,133487,0
46440,11,22134,133054,0
46441,11,22140,135341,0
46442,11,20389,135151,0
46443,5,2922,134583,0
46444,4,3121,132498,0
46445,11,15430,135162,0
46446,12,10671,135531,0
46447,11,2466,133041,0
46448,11,7442,133041,0
46449,11,2469,135145,0
46450,15,6488,133941,0
46451,8,4485,132941,0
46452,15,6555,135124,0
46453,3,16666,132643,0
46454,11,20590,135651,0
46455,3,10708,135009,0
46456,6,15682,132543,0
46457,6,2166,132543,0
46458,3,10621,132659,0
46459,2,10840,135029,0
46460,2,10705,135030,0
46461,2,10667,135023,0
46462,3,7811,132715,0
46463,2,10861,135024,0
46464,9,23105,133759,0
46465,3,10849,132680,0
46466,6,5380,132543,0
46467,9,23144,133762,0
46468,3,10896,132654,0
46469,3,22033,132664,0
46470,2,10798,135025,0
46471,3,10626,132674,0
46472,3,8849,132665,0
46473,3,16614,132679,0
46474,3,10462,132679,0
46475,3,8855,132645,0
46476,3,10461,132681,0
46477,3,3946,132673,0
46478,0,15284,133756,0
46479,0,15293,133132,0
46480,0,11275,133072,0
46481,0,15336,132767,0
46482,0,15547,133072,0
46483,11,20473,135637,0
46484,9,15082,133768,0
46485,9,15089,133754,0
46487,11,20441,134298,0
46488,4,13165,132495,0
46489,5,24717,134583,0
46490,11,18494,132795,0
46491,11,24594,132791,0
46492,11,24595,132800,0
46493,11,7454,133941,0
46494,11,7456,133938,0
46495,11,6560,133941,0
46496,11,6549,133941,0
46497,11,6582,134249,0
46498,11,6581,134249,0
46499,11,6530,0,0
46500,11,6529,0,0
46501,11,7457,0,0
46502,0,16826,133118,0
46503,11,20117,135276,0
46504,11,20383,135651,0
46505,11,2708,135641,0
46506,12,2786,135493,0
46507,12,20654,135612,0
46508,12,2787,135493,0
46509,12,20712,135490,0
46510,12,20738,135610,0
46511,12,20671,135491,0
46512,12,20717,135610,0
46513,12,20668,135493,0
46514,12,7531,135610,0
46515,11,20534,135644,0
46516,3,9897,132689,0
46517,11,5188,135280,0
46518,9,23084,133756,0
46519,11,5122,132418,0
46520,11,7479,136040,0
46521,11,1160,133491,0
46522,11,8465,132417,0
46523,11,19669,133482,0
46524,3,9727,135014,0
46525,5,1963,134582,0
46526,11,6443,135641,0
46527,11,19633,133052,0
46528,11,20091,135355,0
46529,11,19236,132397,0
46530,12,6235,135500,0
46531,12,20552,135497,0
46532,11,8463,132417,0
46533,11,4805,135327,0
46534,11,5198,133483,0
46535,11,19929,132408,0
46536,4,23529,132491,0
46537,5,13095,134583,0
46538,7,4331,132602,0
46539,7,17518,132602,0
46540,4,19499,132492,0
46541,3,22458,132738,0
46542,5,4333,134583,0
46543,3,4407,132630,0
46544,7,19677,132606,0
46545,3,4412,132631,0
46546,3,9695,132750,0
46547,11,20151,135324,0
46548,11,2428,132405,0
46549,15,13109,135466,0
46550,11,18575,133714,0
46551,3,2967,132624,0
46552,4,15837,132490,0
46553,13,18481,134955,0
46554,9,23099,133758,0
46555,12,8107,135490,0
46556,12,20732,135612,0
46557,11,8513,135419,0
46558,11,20605,135651,0
46559,6,2928,132535,0
46560,4,4297,132493,0
46561,11,20320,135652,0
46562,1,16828,135036,0
46563,11,19664,133039,0
46564,13,2934,134948,0
46565,11,20359,135654,0
46566,11,3007,132938,0
46567,15,21596,134335,0
46568,15,21597,134336,0
46571,6,4314,132541,0
46572,11,20378,135152,0
46573,3,3040,132760,0
46574,9,23077,133757,0
46575,5,14615,134588,0
46576,0,16545,133132,0
46577,3,8960,132647,0
46578,5,8263,134590,0
46579,6,14525,132543,0
46580,8,14299,132955,0
46581,3,16875,135013,0
46582,5,17160,134586,0
46583,6,16980,132543,0
46584,8,17053,132952,0
46585,3,22677,132624,0
46586,5,7193,134583,0
46587,6,10559,132589,0
46588,8,10790,132962,0
46589,3,5866,132647,0
46590,5,7950,134590,0
46591,6,5868,132543,0
46592,8,11035,132955,0
46593,3,70730,132760,0
46594,5,10450,134706,0
46595,6,8086,132592,0
46596,8,8087,132939,0
46597,8,1407,132939,0
46598,3,14549,132649,0
46599,5,4765,134581,0
46600,6,4614,132539,0
46601,8,14119,132952,0
46602,3,9739,132724,0
46603,5,10220,134582,0
46604,6,8443,132539,0
46605,8,9587,132952,0
46606,3,12295,132628,0
46607,5,25768,134582,0
46608,6,12087,132588,0
46609,8,12296,132944,0
46610,3,1995,132724,0
46611,0,10998,133126,0
46612,9,23027,134367,0
46613,3,9446,132679,0
46614,0,21292,133117,0
46615,12,3187,135499,0
46616,5,16534,134582,0
46617,12,20727,135612,0
46618,12,20726,135612,0
46619,12,20725,135612,0
46620,12,20675,135490,0
46621,12,20670,135489,0
46622,12,5392,135500,0
46623,12,20653,135500,0
46624,12,20672,135491,0
46625,12,20740,135610,0
46626,12,20729,135614,0
46627,12,20734,135610,0
46628,6,11521,132588,0
46629,8,11522,132945,0
46630,5,11525,134583,0
46631,3,11520,132628,0
46632,3,3293,132624,0
46633,3,4596,132723,0
46634,5,7647,134587,0
46635,6,9081,132542,0
46636,8,10303,132955,0
46637,6,8268,132541,0
46638,3,27554,132667,0
46639,9,15149,133753,0
46640,11,19209,132402,0
46641,3,16694,132659,0
46642,5,8079,134586,0
46643,8,9170,132939,0
46644,6,2204,132543,0
46645,12,20669,135492,0
46646,11,8588,133052,0
46654,11,2699,133980,0
46655,8,3299,132952,0
46656,9,23128,133763,0
46657,11,18340,132402,0
46658,13,2324,134956,0
46659,3,16696,132662,0
46660,3,12965,132624,0
46661,11,20396,135637,0
46662,11,20362,135147,0
46663,11,26576,135343,0
46664,11,19557,135639,0
46665,11,20072,135348,0
46666,11,8525,132402,0
46667,11,3243,132397,0
46668,11,26590,135350,0
46669,11,19545,133052,0
46670,11,19622,133476,0
46671,11,5509,132401,0
46672,11,26585,135324,0
46673,11,20184,135357,0
46674,11,8585,133053,0
46675,11,19372,135424,0
46676,7,14867,132609,0
46677,11,19283,132408,0
46678,7,4275,132605,0
46679,11,5228,133488,0
46680,7,3379,132605,0
46681,7,11371,132606,0
46682,11,20186,135321,0
46683,7,14535,132607,0
46684,11,5232,133479,0
46685,11,20250,135280,0
46686,11,19275,132408,0
46687,7,25766,132600,0
46688,7,11527,132600,0
46689,7,6057,132602,0
46690,3,10468,132682,0
46691,4,5372,132512,0
46692,11,20607,135640,0
46693,11,19624,133482,0
46694,7,8186,132607,0
46695,11,20381,135149,0
46696,7,3406,132601,0
46697,4,9917,132496,0
46698,7,8210,132606,0
46699,1,10166,135038,0
46700,3,8846,132659,0
46701,9,23103,133763,0
46702,11,21052,133052,0
46703,5,3432,134582,0
46704,11,20176,135274,0
46705,11,19772,133053,0
46706,3,10996,135009,0
46707,5,3442,134706,0
46708,6,12132,132538,0
46709,8,7571,132939,0
46710,13,18490,134955,0
46711,11,20444,135150,0
46712,6,26927,132539,0
46713,7,26928,132606,0
46714,8,27175,132963,0
46715,5,25273,134583,0
46716,3,25272,132719,0
46717,6,27993,132542,0
46718,8,16067,132953,0
46719,5,28591,134586,0
46720,3,16874,132657,0
46721,6,10938,132539,0
46722,8,14509,132952,0
46723,5,11008,134706,0
46724,3,8182,135011,0
46725,6,26944,132537,0
46726,7,26945,132606,0
46727,8,28997,132959,0
46728,5,25239,134583,0
46729,3,25238,132647,0
46730,6,11060,132539,0
46731,8,11061,132952,0
46732,5,11059,134706,0
46733,3,11021,135011,0
46734,6,10089,132607,0
46735,7,10090,132607,0
46736,3,10018,132719,0
46737,8,10598,132952,0
46738,5,11014,134706,0
46739,4,4506,133693,0
46740,9,23015,133763,0
46741,7,10940,132606,0
46742,1,21457,135040,0
46743,11,19252,132415,0
46744,11,3502,133041,0
