Id,ClassId,SubclassId,Material,InventoryType,RequiredLevel,SheatheType,RandomProperty,ItemRandomSuffixGroupId,SoundOverrideSubclassId,ScalingStatDistributionId,IconFileDataId,ItemGroupSoundsId,ContentTuningId,MaxDurability,AmmoType,DamageType1,DamageType2,DamageType3,DamageType4,DamageType5,Resistances1,Resistances2,Resistances3,Resistances4,Resistances5,Resistances6,Resistances7,MinDamage1,MinDamage2,MinDamage3,MinDamage4,MinDamage5,MaxDamage1,MaxDamage2,MaxDamage3,MaxDamage4,MaxDamage5
146,4,0,7,6,1,0,0,0,-1,0,132493,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,4,1,7,7,1,0,0,0,-1,0,134582,7,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4,0,7,4,0,0,0,0,-1,0,135005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4,0,7,6,0,0,0,0,-1,0,132493,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,4,1,7,7,1,0,0,0,-1,0,134582,7,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4,0,7,4,0,0,0,0,-1,0,135005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,4,0,7,6,1,0,0,0,-1,0,132494,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,4,2,8,7,1,0,0,0,-1,0,134582,7,0,30,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4,0,7,4,0,0,0,0,-1,0,133766,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,4,0,7,6,1,0,0,0,-1,0,132494,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,4,1,7,7,1,0,0,0,-1,0,134582,7,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4,0,7,4,0,0,0,0,-1,0,135005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,5,0,0,1,0,0,0,-1,0,132794,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,12,0,0,0,0,0,0,0,-1,0,134166,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,8,18,0,0,0,0,-1,0,133622,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,14,6,21,0,3,0,0,-1,0,133476,8,0,0,0,0,2,4,0,0,100,0,110,100,100,100,0,19,5,6,0,0,37,10,60,0,0
193,4,1,7,5,1,0,0,0,-1,0,135022,7,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,4,1,7,7,1,0,0,0,-1,0,134592,7,0,30,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4,1,7,8,1,0,0,0,-1,0,132539,7,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4,1,7,5,17,0,0,0,-1,0,135006,7,0,60,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,1,7,7,17,0,0,0,-1,0,134592,7,0,45,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,4,1,7,8,17,0,0,0,-1,0,132539,7,0,30,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,1,7,10,17,0,0,0,-1,0,132955,7,0,20,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,4,2,8,7,1,0,0,0,-1,0,134706,7,0,35,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4,2,8,8,1,0,0,0,-1,0,132540,7,0,20,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4,2,8,5,17,0,0,0,-1,0,132725,7,0,75,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4,2,8,7,17,0,0,0,-1,0,134586,7,0,55,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,4,2,8,8,17,0,0,0,-1,0,132537,7,0,35,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,4,2,8,10,17,0,0,0,-1,0,132955,7,0,25,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,4,3,5,5,17,0,0,0,-1,0,132631,10,0,85,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4,3,5,7,17,0,0,0,-1,0,134583,10,0,65,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,4,3,5,8,17,0,0,0,-1,0,132535,10,0,45,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,5,0,0,5,0,0,0,-1,0,133995,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,5,0,0,15,0,0,0,-1,0,133949,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,12,0,2,0,0,0,0,0,-1,0,133280,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,15,0,2,0,0,0,0,0,-1,0,134304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,15,0,7,0,0,0,0,0,-1,0,135992,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,15,0,2,0,0,0,0,0,-1,0,133707,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2,8,1,17,52,1,0,0,-1,0,135317,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,168,0,0,0,0
710,4,1,7,9,0,0,0,0,-1,0,132610,7,0,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4,1,7,10,1,0,0,0,-1,0,132961,7,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,4,2,8,10,1,0,0,0,-1,0,132952,7,0,16,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,4,3,5,10,17,0,0,0,-1,0,132938,10,0,30,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,4,1,7,10,0,0,0,0,-1,0,132940,7,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,4,2,8,10,23,0,0,0,-1,0,132939,7,0,35,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,7,8,8,0,0,0,0,0,-1,0,134341,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,5,0,0,5,0,0,0,-1,0,133952,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,12,0,8,0,0,0,0,0,-1,0,134297,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,7,1,13,5,3,5168,0,-1,0,135274,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0
728,9,5,2,0,0,0,0,0,-1,0,134939,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,7,8,0,0,0,0,0,0,-1,0,133972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,7,8,4,0,0,0,0,0,-1,0,133884,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,7,8,0,0,0,0,0,0,-1,0,135997,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,12,0,0,0,0,0,0,0,-1,0,134185,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,5,7,0,5,0,0,0,-1,0,133748,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,12,0,0,0,0,0,0,0,-1,0,133278,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,12,0,0,0,0,0,0,0,-1,0,133278,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,12,0,0,0,0,0,0,0,-1,0,134712,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,12,0,0,0,0,0,0,0,-1,0,134058,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,12,0,0,0,0,0,0,0,-1,0,134059,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,12,0,0,0,0,0,0,0,-1,0,134059,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,7,7,1,0,0,0,0,0,-1,0,133216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,12,0,2,0,0,0,0,0,-1,0,133749,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,12,0,2,0,0,0,0,0,-1,0,135437,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,4,0,4,12,0,0,0,0,-1,0,132788,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,12,0,0,0,0,0,0,0,-1,0,134939,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,4,0,7,19,1,0,0,0,-1,0,132483,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,12,0,0,0,0,0,0,0,-1,0,134939,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,12,0,0,0,0,0,0,0,-1,0,133972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,2,4,2,21,1,3,0,0,-1,0,133718,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
752,12,0,7,0,0,0,0,0,-1,0,133694,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,7,1,13,23,3,0,0,-1,0,135346,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,42,0,0,0,0
754,2,7,1,13,42,3,0,0,-1,0,135312,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,99,0,0,0,0
755,15,0,0,0,0,0,0,0,-1,0,133750,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2,1,1,17,24,1,0,0,-1,0,134708,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,74,0,0,0,0
761,0,8,8,0,1,0,0,0,-1,0,133888,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,4,2,8,9,7,0,0,0,-1,0,132607,7,0,20,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,7,9,2,0,0,0,0,0,-1,0,134190,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,2,4,2,21,2,3,0,0,-1,0,133482,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0
767,2,10,2,17,3,2,0,0,-1,0,135145,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0
768,2,0,1,21,4,3,0,0,-1,0,132392,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0
769,7,8,0,0,0,0,0,0,-1,0,133970,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,15,0,0,0,0,0,0,0,-1,0,133725,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,15,0,0,0,0,0,0,0,-1,0,133721,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,12,0,0,0,0,0,0,0,-1,0,133750,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,12,0,0,0,0,0,0,0,-1,0,133848,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,3,7,0,0,0,0,0,0,-1,0,134106,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,2,15,1,13,26,3,0,0,-1,0,135638,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,33,0,0,0,0
777,15,0,0,0,0,0,0,0,-1,0,134298,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,2,0,1,21,2,1,0,0,-1,0,134708,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0
779,15,0,0,0,0,0,0,0,-1,0,134431,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
